BC1,BC2,BC3,BC4,BC5,BC6,BC7,BC8,BC9,BC10,BC11,BC12,edits,Replicate
1,1,1,0,0,0,0,0,0,0,0,0,3,Rep1
0,1,1,0,1,0,0,0,0,0,0,0,3,Rep2
0,0,1,0,0,1,1,0,0,0,0,0,3,Rep2
0,1,1,0,1,0,0,0,0,0,0,0,3,Rep2
1,1,0,0,0,1,0,0,0,0,0,0,3,Rep1
1,1,1,0,0,0,0,0,0,0,0,0,3,Rep1
0,0,1,0,1,0,0,0,1,0,0,0,3,Rep1
0,1,0,0,0,1,0,1,0,0,0,0,3,Rep2
0,0,1,0,0,0,0,0,0,0,1,1,3,Rep2
1,0,1,0,0,0,1,0,0,0,0,0,3,Rep2
0,0,1,0,1,0,0,0,0,0,1,0,3,Rep1
0,0,0,1,0,0,1,0,0,0,0,1,3,Rep1
0,0,1,1,1,0,0,0,0,0,0,0,3,Rep1
0,0,1,0,1,1,0,0,0,0,0,0,3,Rep2
1,1,0,0,0,0,0,0,0,0,1,0,3,Rep1
0,0,0,0,0,1,0,0,0,1,1,0,3,Rep1
1,0,0,0,1,0,0,0,0,1,0,0,3,Rep2
0,1,0,1,0,0,0,0,0,1,0,0,3,Rep1
0,0,0,0,0,0,0,0,1,1,1,0,3,Rep1
0,0,0,0,0,0,0,0,1,0,1,1,3,Rep1
0,1,1,0,0,0,1,0,0,0,0,0,3,Rep2
1,0,0,0,0,1,1,0,0,0,0,0,3,Rep1
0,1,0,0,0,1,0,1,0,0,0,0,3,Rep1
0,0,0,0,0,1,1,0,0,0,1,0,3,Rep2
0,0,0,0,0,0,0,1,1,1,0,0,3,Rep1
0,0,0,0,0,0,1,1,0,1,0,0,3,Rep1
1,0,0,0,1,0,0,1,0,0,0,0,3,Rep1
0,0,0,0,1,1,0,1,0,0,0,0,3,Rep2
1,0,1,1,0,0,0,0,0,0,0,0,3,Rep2
0,0,1,0,0,0,0,0,0,1,1,0,3,Rep1
1,0,0,0,1,1,0,0,0,0,1,0,4,Rep1
0,1,1,1,0,0,0,1,0,0,0,0,4,Rep1
1,0,0,0,0,1,1,1,0,0,0,0,4,Rep1
0,1,1,1,0,1,0,0,0,0,0,0,4,Rep2
0,1,1,0,0,0,0,0,0,0,1,1,4,Rep1
0,1,0,0,1,1,1,0,0,0,0,0,4,Rep2
0,0,1,1,1,1,0,0,0,0,0,0,4,Rep3
0,1,0,0,0,0,0,1,0,1,1,0,4,Rep3
0,1,1,1,0,0,0,0,0,0,1,0,4,Rep2
1,1,0,0,0,0,0,0,0,1,0,1,4,Rep1
0,1,1,0,0,0,1,1,0,0,0,0,4,Rep2
1,1,1,0,0,0,0,0,0,0,0,1,4,Rep2
0,1,1,1,0,0,0,0,1,0,0,0,4,Rep3
0,1,1,1,0,0,0,0,0,0,1,0,4,Rep3
0,0,1,0,0,1,0,0,0,0,1,1,4,Rep1
1,1,0,1,0,0,0,0,0,0,0,1,4,Rep3
1,1,0,1,0,0,0,0,0,0,1,0,4,Rep1
1,1,0,1,1,0,0,0,0,0,0,0,4,Rep2
1,1,1,0,0,1,0,0,0,0,0,0,4,Rep3
0,1,0,1,0,1,0,0,1,0,0,0,4,Rep3
0,1,1,0,1,0,0,1,0,0,0,0,4,Rep1
1,1,1,0,0,0,0,0,0,0,1,0,4,Rep3
1,1,1,0,1,0,0,0,0,0,0,0,4,Rep1
0,1,0,1,1,1,0,0,0,0,0,0,4,Rep2
1,1,1,0,0,0,0,1,0,0,0,0,4,Rep1
0,0,0,0,1,1,1,0,0,1,0,0,4,Rep2
1,1,1,0,0,0,0,0,1,0,0,0,4,Rep1
0,0,0,0,1,1,1,1,0,0,0,0,4,Rep2
0,1,0,1,0,0,1,0,0,1,0,0,4,Rep2
0,0,0,1,1,1,0,0,0,1,0,0,4,Rep3
1,0,0,0,1,0,0,1,1,0,0,0,4,Rep3
0,1,0,1,0,1,0,1,0,0,0,0,4,Rep3
1,0,0,1,0,0,0,1,1,0,0,0,4,Rep3
1,1,0,0,1,0,0,0,1,0,0,0,4,Rep1
0,1,1,0,0,0,0,0,0,1,0,1,4,Rep1
0,1,0,0,0,1,1,0,1,0,0,0,4,Rep3
0,1,1,1,0,1,0,0,0,0,0,0,4,Rep1
0,1,1,0,1,0,0,1,0,0,0,0,4,Rep1
1,0,1,0,0,0,0,1,1,0,0,0,4,Rep3
1,1,1,0,0,0,0,0,0,0,1,0,4,Rep2
0,1,0,1,0,0,0,0,1,1,0,0,4,Rep3
1,0,0,1,0,0,0,0,0,1,1,0,4,Rep2
0,1,0,0,1,0,1,1,0,0,0,0,4,Rep2
0,0,0,0,0,0,0,1,0,1,1,1,4,Rep1
0,1,1,0,1,0,1,0,0,0,0,0,4,Rep2
1,1,0,0,1,0,0,0,0,0,1,0,4,Rep1
0,1,0,0,1,0,0,1,0,0,1,0,4,Rep1
0,0,1,0,1,1,0,0,1,0,0,0,4,Rep2
1,0,1,0,1,1,0,0,0,0,0,0,4,Rep1
0,1,1,0,1,0,0,0,0,1,0,0,4,Rep2
1,1,0,0,0,0,1,1,0,0,0,0,4,Rep1
1,1,0,1,0,0,1,0,0,0,0,0,4,Rep3
1,1,1,0,0,0,0,0,0,1,0,0,4,Rep3
1,1,1,0,0,0,0,0,0,1,0,0,4,Rep2
1,1,0,0,0,1,1,0,0,0,0,0,4,Rep1
1,1,1,0,0,0,0,0,0,0,0,1,4,Rep2
0,0,1,0,1,0,0,1,0,0,1,0,4,Rep1
1,1,1,0,0,1,0,0,0,0,0,0,4,Rep3
1,1,1,0,0,1,0,0,0,0,0,0,4,Rep3
1,1,1,0,0,0,0,0,0,0,1,0,4,Rep3
0,1,1,0,1,1,0,0,0,0,0,0,4,Rep2
1,1,1,0,0,0,0,1,0,0,0,0,4,Rep2
1,1,0,0,0,0,0,0,1,0,0,1,4,Rep2
0,0,0,0,1,1,0,1,0,0,1,0,4,Rep1
1,1,1,0,0,0,0,1,0,0,0,0,4,Rep2
1,1,0,0,0,0,0,0,0,0,1,1,4,Rep2
0,0,0,0,0,0,1,1,1,1,0,0,4,Rep3
1,1,1,0,0,1,0,0,0,0,0,0,4,Rep1
0,1,0,0,0,0,0,1,0,1,0,1,4,Rep1
1,0,1,0,0,1,0,0,0,1,0,0,4,Rep3
0,0,1,0,0,0,0,0,1,1,1,0,4,Rep1
0,0,1,0,0,0,0,0,1,1,0,1,4,Rep2
1,0,1,1,1,0,0,0,0,0,0,0,4,Rep2
1,0,0,1,0,0,0,0,0,1,0,1,4,Rep2
0,0,0,1,0,0,0,1,1,1,0,0,4,Rep1
1,1,1,1,0,0,0,0,0,0,0,0,4,Rep1
0,1,1,1,0,0,0,1,0,0,0,0,4,Rep2
0,1,1,0,1,1,0,0,0,0,0,0,4,Rep1
1,1,1,0,0,0,0,0,1,0,0,0,4,Rep3
1,1,1,1,0,0,0,0,0,0,0,0,4,Rep2
0,0,1,0,1,1,0,1,0,0,0,0,4,Rep2
0,1,1,0,1,0,0,1,0,0,0,0,4,Rep1
1,0,1,0,0,1,1,0,0,0,0,0,4,Rep2
1,1,1,0,0,0,0,0,0,0,0,1,4,Rep1
1,1,0,1,1,0,0,0,0,0,0,0,4,Rep2
1,1,1,1,0,0,0,0,0,0,0,0,4,Rep1
0,0,0,0,1,1,1,0,0,0,1,0,4,Rep1
1,1,0,1,0,0,0,0,1,0,0,0,4,Rep2
1,1,0,1,0,1,0,0,0,0,0,0,4,Rep3
1,0,0,1,1,1,0,0,0,0,0,0,4,Rep3
1,0,0,1,0,0,1,1,0,0,0,0,4,Rep2
1,1,0,1,0,0,0,0,1,0,0,0,4,Rep2
1,0,0,1,1,0,0,1,0,0,0,0,4,Rep1
0,0,0,0,0,1,1,1,1,0,0,0,4,Rep1
0,0,0,0,1,0,0,1,0,0,1,1,4,Rep3
1,0,1,1,1,0,0,0,0,0,0,0,4,Rep1
1,1,1,0,0,0,0,0,0,0,0,1,4,Rep3
0,0,0,1,1,0,0,0,0,0,1,1,4,Rep3
0,1,0,1,1,0,0,0,1,0,0,0,4,Rep2
0,0,1,0,0,0,0,0,1,0,1,1,4,Rep3
1,1,0,1,1,0,0,0,0,0,0,0,4,Rep1
0,1,1,0,0,0,0,0,0,1,1,0,4,Rep1
1,1,1,1,0,0,0,1,0,0,0,0,5,Rep1
0,0,0,0,0,1,1,0,0,1,1,1,5,Rep1
0,0,0,0,0,0,1,1,1,1,0,1,5,Rep1
1,1,1,1,0,0,0,1,0,0,0,0,5,Rep1
0,0,0,1,1,0,1,0,0,1,1,0,5,Rep1
1,1,1,0,0,1,0,1,0,0,0,0,5,Rep3
1,1,1,1,1,0,0,0,0,0,0,0,5,Rep1
0,0,0,0,0,1,0,1,1,1,1,0,5,Rep1
0,1,1,0,0,0,0,0,1,0,1,1,5,Rep1
0,1,1,0,1,1,1,0,0,0,0,0,5,Rep1
0,0,0,0,0,1,1,1,0,1,1,0,5,Rep3
0,1,0,1,0,1,1,1,0,0,0,0,5,Rep1
0,1,1,1,1,0,0,0,1,0,0,0,5,Rep3
1,1,1,0,0,1,1,0,0,0,0,0,5,Rep3
1,1,1,1,0,1,0,0,0,0,0,0,5,Rep1
0,0,0,1,1,0,0,0,0,1,1,1,5,Rep1
0,0,1,1,1,1,1,0,0,0,0,0,5,Rep1
1,0,1,0,0,0,1,0,0,1,1,0,5,Rep1
1,1,1,0,0,1,0,0,0,0,1,0,5,Rep1
0,0,0,1,1,1,1,1,0,0,0,0,5,Rep1
1,1,0,1,0,1,1,0,0,0,0,0,5,Rep3
1,1,1,0,0,1,0,0,1,0,0,0,5,Rep3
0,0,1,1,1,0,1,0,0,1,0,0,5,Rep3
0,0,1,0,1,1,0,0,1,1,0,0,5,Rep3
0,1,0,0,1,1,0,1,1,0,0,0,5,Rep3
1,1,0,0,0,0,0,1,1,1,0,0,5,Rep1
0,0,1,1,0,1,0,0,0,1,1,0,5,Rep3
0,0,0,0,1,0,1,1,0,1,1,0,5,Rep1
1,1,1,0,1,0,0,1,0,0,0,0,5,Rep1
1,1,1,0,0,1,0,0,0,0,0,1,5,Rep3
1,1,1,1,0,0,0,0,0,0,1,0,5,Rep1
0,0,0,0,0,1,1,1,0,1,0,1,5,Rep1
0,1,1,0,1,1,0,1,0,0,0,0,5,Rep1
1,0,1,0,1,1,1,0,0,0,0,0,5,Rep2
1,1,1,1,1,0,0,0,0,0,0,0,5,Rep3
0,1,0,0,0,0,1,1,1,1,0,0,5,Rep2
1,0,0,0,0,0,0,0,1,1,1,1,5,Rep2
1,1,0,0,0,1,0,0,0,1,0,1,5,Rep2
1,1,0,0,0,0,1,0,1,1,0,0,5,Rep2
0,1,1,0,1,1,0,0,0,1,0,0,5,Rep2
1,1,1,1,1,0,0,0,0,0,0,0,5,Rep2
1,1,1,1,1,0,0,0,0,0,0,0,5,Rep2
1,0,0,1,1,0,0,1,0,1,0,0,5,Rep3
1,1,1,1,0,0,0,0,0,1,0,0,5,Rep2
0,1,0,1,1,1,0,0,0,0,0,1,5,Rep2
1,1,1,1,1,0,0,0,0,0,0,0,5,Rep1
0,1,1,1,0,1,0,0,0,0,1,0,5,Rep3
1,1,1,0,0,0,1,0,0,0,0,1,5,Rep2
1,1,1,0,0,0,0,1,0,0,0,1,5,Rep3
1,1,0,1,0,0,1,1,0,0,0,0,5,Rep2
0,0,1,1,1,0,0,1,0,0,1,0,5,Rep3
1,0,1,0,0,1,0,0,1,0,1,0,5,Rep2
0,1,1,1,1,0,0,1,0,0,0,0,5,Rep2
1,1,0,1,1,0,1,0,0,0,0,0,5,Rep2
1,1,1,1,1,0,0,0,0,0,0,0,5,Rep3
1,0,0,1,0,1,1,0,1,0,0,0,5,Rep2
1,1,1,1,0,0,0,0,1,0,0,0,5,Rep2
0,0,0,0,0,0,1,1,1,1,1,0,5,Rep2
0,0,0,1,1,0,1,1,0,1,0,0,5,Rep2
1,1,1,1,1,0,0,0,0,0,0,0,5,Rep2
0,0,1,1,1,1,0,1,0,0,0,0,5,Rep2
1,1,1,1,0,0,0,0,0,1,0,0,5,Rep2
0,0,1,1,0,1,1,0,0,1,0,0,5,Rep3
1,0,1,0,0,0,1,1,1,0,0,0,5,Rep2
0,1,1,1,1,1,0,0,0,0,0,0,5,Rep2
1,1,1,1,1,0,0,0,0,0,0,0,5,Rep2
1,1,1,1,1,0,0,0,0,0,0,0,5,Rep3
0,1,0,0,1,1,1,0,0,1,0,0,5,Rep2
1,0,0,1,1,0,0,0,0,1,1,0,5,Rep1
0,0,1,0,1,1,1,0,1,0,0,0,5,Rep2
1,1,1,0,0,0,0,0,0,1,1,0,5,Rep2
1,1,1,1,0,0,0,1,0,0,0,0,5,Rep2
1,1,0,0,0,0,0,0,1,1,0,1,5,Rep1
1,1,1,0,1,1,0,0,0,0,0,0,5,Rep1
0,1,1,1,1,0,0,0,0,0,1,0,5,Rep1
1,0,1,1,0,0,0,0,0,0,1,1,5,Rep2
1,1,1,0,1,1,1,0,0,0,0,0,6,Rep2
1,0,1,0,1,1,0,1,1,0,0,0,6,Rep2
1,1,1,1,1,1,0,0,0,0,0,0,6,Rep2
0,1,0,0,1,0,1,0,1,1,0,1,6,Rep2
1,0,1,0,1,1,1,1,0,0,0,0,6,Rep3
1,1,1,0,1,1,0,0,0,0,1,0,6,Rep1
1,1,1,1,1,0,0,0,0,0,1,0,6,Rep2
1,1,1,1,1,1,0,0,0,0,0,0,6,Rep3
1,1,1,1,1,1,0,0,0,0,0,0,6,Rep2
0,1,1,0,0,1,0,0,0,1,1,1,6,Rep1
1,1,1,0,1,1,0,0,0,1,0,0,6,Rep1
0,0,0,0,0,1,1,1,1,1,1,0,6,Rep2
0,0,0,0,1,1,1,1,0,1,1,0,6,Rep1
1,1,0,1,1,1,1,0,0,0,0,0,6,Rep1
1,1,1,0,1,1,0,0,1,0,0,0,6,Rep3
0,0,0,0,0,0,1,1,1,1,1,1,6,Rep2
0,1,1,1,1,1,1,0,0,0,0,0,6,Rep2
0,0,1,0,1,1,0,0,0,1,1,1,6,Rep2
1,0,1,1,0,1,1,0,0,1,0,0,6,Rep2
0,1,1,0,1,0,1,1,0,0,1,0,6,Rep2
1,1,1,1,1,1,0,0,0,0,0,0,6,Rep2
1,1,1,1,1,1,0,0,0,0,0,0,6,Rep1
1,0,1,1,1,1,0,0,0,1,0,0,6,Rep3
1,1,1,1,1,0,0,0,1,0,0,0,6,Rep1
1,1,1,0,1,0,0,1,0,0,1,0,6,Rep1
1,1,1,0,0,0,1,1,0,0,0,1,6,Rep1
1,0,1,0,0,1,1,1,0,1,0,0,6,Rep1
1,1,1,0,0,1,1,1,0,0,0,0,6,Rep1
1,1,1,0,0,1,0,1,1,0,0,0,6,Rep1
1,0,0,1,0,1,1,0,0,0,1,1,6,Rep2
1,1,1,0,0,1,1,1,0,0,0,0,6,Rep1
0,1,0,0,1,0,0,1,1,1,0,1,6,Rep3
1,1,0,1,0,0,0,1,1,1,0,0,6,Rep2
0,1,0,1,0,1,1,0,0,1,0,1,6,Rep1
1,1,1,1,1,1,0,0,0,0,0,0,6,Rep2
1,1,1,0,1,1,1,0,0,0,0,0,6,Rep3
1,1,1,0,1,1,0,1,0,0,0,0,6,Rep2
1,1,1,1,0,0,0,1,0,0,0,1,6,Rep2
1,1,1,0,1,0,1,1,0,0,0,0,6,Rep2
1,0,1,0,1,0,0,1,1,1,0,0,6,Rep2
1,1,1,1,1,1,0,0,0,0,0,0,6,Rep3
1,0,0,1,0,0,1,1,1,0,1,0,6,Rep2
0,1,1,0,1,0,0,1,0,1,1,0,6,Rep3
0,1,0,0,0,1,0,1,0,1,1,1,6,Rep1
0,0,1,1,0,1,0,0,1,1,0,1,6,Rep1
1,1,1,1,1,1,0,0,0,0,0,0,6,Rep2
0,1,0,0,1,1,0,1,1,0,1,0,6,Rep2
1,1,1,0,0,1,1,1,0,0,0,0,6,Rep1
1,1,1,1,1,0,0,0,0,1,0,0,6,Rep2
0,1,0,0,1,1,1,0,1,1,0,0,6,Rep1
1,1,1,1,0,1,0,0,0,0,0,1,6,Rep2
0,1,1,1,0,1,0,0,0,1,1,0,6,Rep1
1,1,0,0,1,1,0,0,1,0,0,1,6,Rep1
0,1,0,1,0,0,0,1,1,1,1,0,6,Rep1
0,1,1,1,1,0,0,0,0,1,1,0,6,Rep2
0,0,0,1,1,1,1,0,0,1,1,0,6,Rep3
0,1,1,1,0,0,0,1,1,1,0,0,6,Rep2
1,1,1,1,1,1,0,0,0,0,0,0,6,Rep1
1,0,0,0,1,1,0,1,0,0,1,1,6,Rep3
0,1,0,0,0,0,1,1,1,1,1,0,6,Rep2
0,0,1,1,0,1,1,1,0,0,1,0,6,Rep1
0,0,0,0,1,0,0,1,1,1,1,1,6,Rep3
0,1,1,1,0,1,1,0,0,1,0,0,6,Rep2
0,0,1,1,0,0,0,1,0,1,1,1,6,Rep2
0,0,0,1,1,1,1,1,1,0,0,0,6,Rep2
0,1,1,1,1,1,0,1,0,0,0,0,6,Rep2
1,1,0,0,1,1,0,1,0,0,0,1,6,Rep1
0,0,0,0,0,0,1,1,1,1,1,1,6,Rep2
1,1,1,0,1,1,0,1,0,0,0,0,6,Rep1
0,0,0,0,0,0,1,1,1,1,1,1,6,Rep2
0,1,1,0,1,1,1,0,1,0,0,0,6,Rep2
1,1,1,1,1,1,0,0,0,0,0,0,6,Rep1
1,1,0,1,1,0,0,1,1,0,0,0,6,Rep1
1,1,1,0,1,1,0,0,0,1,0,0,6,Rep2
0,1,1,1,0,1,0,1,1,0,0,0,6,Rep2
1,1,0,1,0,1,0,0,1,1,0,0,6,Rep1
0,0,0,0,1,1,1,0,1,1,0,1,6,Rep1
0,0,1,0,0,1,1,0,0,1,1,1,6,Rep2
0,1,1,0,1,1,0,1,1,0,0,0,6,Rep1
1,1,1,0,0,0,0,0,1,1,1,0,6,Rep3
1,1,0,1,1,0,0,0,0,1,1,1,7,Rep3
0,0,1,1,1,1,1,0,1,1,0,0,7,Rep1
1,1,1,0,1,1,1,1,0,0,0,0,7,Rep3
0,0,0,0,1,1,1,0,1,1,1,1,7,Rep2
0,1,0,0,1,0,1,1,0,1,1,1,7,Rep3
1,1,1,1,1,1,1,0,0,0,0,0,7,Rep3
0,1,0,0,1,0,1,1,0,1,1,1,7,Rep3
1,1,1,1,1,1,0,0,0,0,1,0,7,Rep2
1,0,1,0,1,0,0,1,1,0,1,1,7,Rep3
1,0,1,1,1,1,1,1,0,0,0,0,7,Rep2
0,1,1,1,1,0,0,1,0,1,0,1,7,Rep3
0,1,1,1,1,1,0,0,0,1,1,0,7,Rep2
0,0,1,1,1,0,0,1,1,1,0,1,7,Rep3
1,1,1,1,1,1,1,0,0,0,0,0,7,Rep1
1,1,1,1,0,0,1,0,0,0,1,1,7,Rep1
0,1,1,1,0,1,1,1,1,0,0,0,7,Rep1
1,1,1,0,0,1,1,1,1,0,0,0,7,Rep1
1,1,1,1,1,1,1,0,0,0,0,0,7,Rep3
1,1,1,0,0,1,0,0,1,0,1,1,7,Rep2
1,1,1,0,0,0,1,1,1,0,1,0,7,Rep3
1,1,1,1,1,0,0,0,0,1,1,0,7,Rep1
1,0,0,0,0,1,1,1,1,1,1,0,7,Rep3
1,1,1,0,1,1,1,1,0,0,0,0,7,Rep2
1,1,1,1,1,1,0,0,0,1,0,0,7,Rep1
1,1,1,0,1,1,0,1,0,0,1,0,7,Rep2
1,1,1,1,1,1,1,0,0,0,0,0,7,Rep2
1,1,1,1,1,1,1,0,0,0,0,0,7,Rep1
1,1,0,0,1,0,1,1,1,1,0,0,7,Rep2
0,1,1,1,0,0,1,0,0,1,1,1,7,Rep1
1,1,1,0,0,0,0,0,1,1,1,1,7,Rep3
1,1,1,1,1,0,1,1,0,0,0,0,7,Rep3
1,1,1,1,0,1,0,1,0,1,0,0,7,Rep1
1,1,0,1,0,0,1,1,0,1,1,0,7,Rep1
0,1,0,0,1,0,1,1,1,0,1,1,7,Rep3
1,1,1,0,0,1,0,1,0,1,1,0,7,Rep1
1,1,1,1,1,1,0,0,0,0,1,0,7,Rep1
1,1,1,0,1,1,1,0,0,0,0,1,7,Rep1
1,1,1,0,0,0,0,1,1,1,0,1,7,Rep3
0,1,1,0,1,1,1,1,0,0,1,0,7,Rep3
1,1,1,1,1,1,1,0,0,0,0,0,7,Rep1
1,1,0,0,0,1,1,1,1,1,0,0,7,Rep3
1,1,1,1,0,0,0,1,0,1,1,0,7,Rep3
1,1,1,1,1,1,0,0,0,1,0,0,7,Rep2
0,1,0,0,1,0,1,1,0,1,1,1,7,Rep3
1,1,1,1,0,1,0,0,0,1,0,1,7,Rep1
1,1,1,0,0,1,0,0,1,1,1,0,7,Rep1
1,1,1,1,0,0,1,1,0,0,1,0,7,Rep1
1,1,1,0,1,0,1,1,1,0,0,0,7,Rep3
1,1,1,1,1,1,1,0,0,0,0,0,7,Rep3
0,0,0,1,1,1,0,1,0,1,1,1,7,Rep3
1,1,1,1,0,1,0,1,0,0,0,1,7,Rep2
0,0,1,0,1,0,1,1,0,1,1,1,7,Rep1
0,1,0,1,1,0,0,1,0,1,1,1,7,Rep3
1,1,1,0,1,0,0,1,0,0,1,1,7,Rep2
0,1,1,1,1,1,1,0,1,0,0,0,7,Rep3
1,0,1,1,1,1,0,0,0,1,0,1,7,Rep1
1,1,1,1,0,0,0,1,1,1,0,0,7,Rep2
0,0,0,0,1,1,1,1,1,1,1,0,7,Rep2
1,1,1,0,1,0,0,0,1,1,1,0,7,Rep1
1,0,1,1,1,1,1,0,0,0,1,0,7,Rep3
1,1,1,1,1,1,1,0,0,0,0,0,7,Rep2
1,0,0,1,1,1,0,1,1,1,0,0,7,Rep2
1,1,1,1,1,1,1,0,0,0,0,0,7,Rep1
1,1,1,1,1,1,1,0,0,0,0,0,7,Rep1
0,1,0,1,1,1,1,1,0,0,1,0,7,Rep2
0,1,1,1,1,0,1,0,0,0,1,1,7,Rep2
1,1,0,1,1,1,0,0,1,1,0,0,7,Rep1
0,1,1,0,1,1,1,0,0,1,0,1,7,Rep3
1,1,1,0,0,0,1,0,1,1,1,0,7,Rep2
0,1,0,0,1,0,1,1,0,1,1,1,7,Rep3
0,0,0,1,1,1,1,1,1,1,1,0,8,Rep1
0,1,1,1,1,1,1,1,1,0,0,0,8,Rep1
1,1,1,1,0,1,1,1,1,0,0,0,8,Rep3
1,1,1,1,0,1,1,0,1,1,0,0,8,Rep1
0,1,1,0,0,1,0,1,1,1,1,1,8,Rep1
0,0,1,0,1,1,1,1,1,1,1,0,8,Rep1
1,0,0,1,1,1,0,1,0,1,1,1,8,Rep1
1,1,0,0,1,1,1,1,1,1,0,0,8,Rep1
1,1,1,0,1,1,1,1,1,0,0,0,8,Rep1
1,1,1,0,1,1,0,0,0,1,1,1,8,Rep3
0,1,0,1,1,1,1,0,1,1,1,0,8,Rep1
1,1,1,1,1,1,1,0,0,0,1,0,8,Rep2
0,1,1,1,1,1,1,0,1,0,1,0,8,Rep1
0,1,1,0,0,1,1,1,1,0,1,1,8,Rep1
1,1,1,1,1,1,1,0,1,0,0,0,8,Rep1
1,1,0,1,1,0,1,1,1,1,0,0,8,Rep3
0,1,1,0,1,1,0,1,1,1,1,0,8,Rep2
1,1,1,1,1,1,0,1,1,0,0,0,8,Rep2
1,1,1,0,0,1,0,1,1,1,0,1,8,Rep2
0,0,1,0,0,1,1,1,1,1,1,1,8,Rep1
0,1,1,1,1,1,1,1,0,1,0,0,8,Rep3
1,1,1,1,0,1,0,1,1,0,0,1,8,Rep1
1,1,0,0,1,1,1,1,0,0,1,1,8,Rep1
1,1,1,0,0,0,1,0,1,1,1,1,8,Rep2
1,1,1,1,1,1,1,1,0,0,0,0,8,Rep2
0,1,1,1,1,1,1,0,1,0,1,0,8,Rep2
1,1,1,0,0,1,0,1,1,1,1,0,8,Rep3
1,1,1,1,1,1,0,0,0,1,1,0,8,Rep2
1,1,1,1,1,1,1,1,0,0,0,0,8,Rep2
1,1,1,1,1,0,0,0,0,1,1,1,8,Rep2
1,1,0,0,1,1,1,1,0,1,1,0,8,Rep2
0,0,1,1,1,1,0,1,1,1,1,0,8,Rep1
1,1,1,1,1,1,1,0,0,1,0,0,8,Rep2
1,1,1,1,1,1,1,1,0,0,0,0,8,Rep3
1,1,1,1,1,1,1,1,0,0,0,0,8,Rep2
1,1,1,0,1,0,1,1,1,0,0,1,8,Rep2
0,1,1,1,1,1,1,1,1,0,0,0,8,Rep2
1,1,1,1,1,1,0,0,0,0,1,1,8,Rep2
1,1,0,1,1,1,0,0,0,1,1,1,8,Rep1
0,1,1,1,1,1,1,1,0,0,1,0,8,Rep2
1,1,1,1,1,1,1,0,0,0,1,0,8,Rep2
1,1,0,1,0,1,1,1,1,0,1,0,8,Rep2
1,1,1,1,1,0,0,1,0,1,0,1,8,Rep2
1,0,1,0,1,1,1,0,1,1,1,0,8,Rep1
1,1,1,1,1,1,1,1,1,0,0,0,9,Rep1
1,1,1,0,1,1,1,0,1,1,0,1,9,Rep1
1,1,1,1,1,1,1,1,0,1,0,0,9,Rep1
0,0,1,1,1,1,1,1,1,1,1,0,9,Rep1
1,1,1,1,1,1,1,0,1,0,0,1,9,Rep1
1,1,1,0,0,1,1,1,1,1,1,0,9,Rep2
1,1,1,1,1,0,1,0,0,1,1,1,9,Rep2
1,1,1,0,1,1,1,1,1,0,1,0,9,Rep2
0,1,1,0,1,1,1,1,1,1,0,1,9,Rep3
1,1,1,1,1,1,1,1,1,0,0,0,9,Rep1
1,1,1,0,1,1,1,1,0,1,1,0,9,Rep3
0,1,1,1,1,1,1,1,0,1,1,0,9,Rep1
0,1,0,0,1,1,1,1,1,1,1,1,9,Rep1
1,1,1,1,1,1,0,1,0,1,1,0,9,Rep2
1,1,1,0,1,1,1,1,0,0,1,1,9,Rep2
1,1,1,1,1,1,1,0,0,1,1,0,9,Rep1
0,1,1,0,1,1,1,0,1,1,1,1,9,Rep2
1,1,1,1,0,1,1,0,0,1,1,1,9,Rep1
1,1,1,1,1,1,0,1,0,1,0,1,9,Rep2
1,1,1,1,1,1,1,1,0,0,1,0,9,Rep2
1,1,1,0,1,1,1,1,0,0,1,1,9,Rep2
0,1,1,1,1,1,0,1,1,1,1,0,9,Rep3
1,1,1,1,1,1,0,1,1,1,0,0,9,Rep3
1,1,1,0,1,1,1,1,0,1,0,1,9,Rep3
1,1,1,1,1,1,1,1,1,0,0,0,9,Rep3
1,1,1,1,1,1,1,1,1,0,0,0,9,Rep1
1,1,1,0,0,0,1,1,1,1,1,1,9,Rep1
1,1,1,1,1,1,0,0,0,1,1,1,9,Rep3
1,1,1,1,1,1,1,1,0,1,0,0,9,Rep1
0,1,1,1,1,1,0,1,1,1,1,0,9,Rep3
1,1,1,1,1,1,0,1,0,0,1,1,9,Rep3
1,1,1,1,0,1,0,1,0,1,1,1,9,Rep1
1,1,1,1,1,1,0,1,1,1,0,0,9,Rep1
1,1,1,1,1,1,1,0,1,0,1,0,9,Rep1
1,1,1,1,1,1,1,1,0,1,0,1,10,Rep2
1,1,1,1,1,1,1,1,1,0,1,0,10,Rep2
1,1,1,1,1,1,1,1,1,1,0,0,10,Rep2
1,0,1,1,1,1,1,1,1,1,1,0,10,Rep1
1,1,1,1,1,1,1,1,0,0,1,1,10,Rep2
1,1,1,1,1,1,1,1,0,0,1,1,10,Rep3
1,1,1,0,1,1,1,1,0,1,1,1,10,Rep2
1,1,1,1,1,0,1,1,1,1,1,0,10,Rep2
0,1,1,1,1,1,1,1,0,1,1,1,10,Rep1
1,1,1,1,1,1,1,1,1,0,1,0,10,Rep2
1,1,1,1,1,1,1,1,0,1,1,0,10,Rep2
1,1,1,1,0,1,1,1,0,1,1,1,10,Rep2
1,1,1,1,1,1,1,1,1,0,1,0,10,Rep3
