cell_line,position,cell_label,Dox (ng/ml ),CHIR (uM),CFP_intensity,lnCFP,int_ratio mean,int_ratio std,int_ratio CV,int_diff mean,int_diff std,int_diff CV,barcode_number sum
11,2,5,100,2,610.647956284153,6.414520616823898,0.7325066269521587,0.09900882029858638,12.743422044149996,-4.203046328739095,1.603269090925765,-35.96383377166666,9
11,2,6,100,2,551.9026722235842,6.313371712295637,0.6054069649515403,0.005137944804928937,0.6001046937440215,-6.139288198663403,0.43378978205351215,-4.9962745936288355,2
11,2,7,100,2,1042.885715593391,6.949746876220047,0.7329406221354156,0.13068177269590042,15.947448857008284,-4.019079342390808,1.8885837406670258,-42.02954224656026,5
11,2,8,100,2,817.5820138000462,6.706351220430612,0.8033637167286486,0.15922504045569463,18.539720439654257,-3.03720989373762,2.3257272850454442,-71.62885493734457,8
11,2,9,100,2,781.3791751874573,6.661060531622704,0.7342239588502277,0.12251949844204686,15.609201417487247,-4.048094242703835,2.0346770085254406,-47.01634770713332,8
11,2,10,100,2,842.6056639331738,6.736499071493809,0.7802618721970122,0.08078556853372894,8.966522279549872,-3.368004718147529,1.130782758227636,-29.076164576313218,4
11,2,11,100,2,1204.874008999357,7.0941302836113005,0.8437066738261739,0.13303492946989592,14.958755164643936,-2.1980162035825868,1.7994626060948242,-77.6664028721055,10
11,2,12,100,2,894.174717112806,6.795901189091058,0.7876000179425112,0.15070534342290162,17.467562690201113,-3.4207362017136504,2.579352635873519,-68.83360477200759,6
11,2,13,100,2,583.9969536485917,6.369895766459471,0.7547903954503422,0.08655269791798338,10.256501266958598,-3.7809952192297596,1.4408487571754087,-34.084526211029,5
11,2,14,100,2,766.3229810580671,6.641603727162678,0.8839210880947262,0.06696891635271726,7.014333027507533,-1.8531919583633059,1.224026782493187,-61.150092562076374,7
11,2,15,100,2,941.7741364038972,6.847765475555004,0.8611229644891909,0.13405676574411807,14.562220161293798,-2.191242907281823,2.009051810038116,-85.76392330193023,8
11,2,16,100,2,776.6421231262374,6.654979656267294,0.7738379760629952,0.11535367441251845,13.800918752665902,-3.6140257995460607,1.9151459571940086,-49.06109473239132,7
11,2,17,100,2,576.659626500667,6.357252190368846,0.6988636379612524,0.07431068554206603,9.510510222647072,-4.72463405742416,1.5131375937104798,-28.64542292777479,5
