No,cell_line,position,cell_label,lnCFP,int_ratio mean,int_ratio std,int_ratio CV,int_diff mean,int_diff std,int_diff CV,mout avg mean,mout avg std,mout avg CV,barcode_number sum,BMP(ng/ml)
5,14,6,34,8.762442606385966,1.0273665052093182,0.14450240008677473,12.5804058383261,0.20690179251923607,2.0710592030641632,895.3096262899616,6.156751990220474,4.81752020757065,69.98691962396954,5,64
5,14,6,35,8.171014033285294,0.9601044080240059,0.06240657369460463,6.12823787097533,-0.5904372810819195,0.9339506843131367,-149.13305405591615,3.402449235816771,2.4371254393262545,67.53205530529742,9,64
5,14,6,36,8.751643727460834,1.1387979858625217,0.03515359972460319,2.182770698312883,2.0076808388866154,0.35570491711866264,12.527955346502656,9.961325091248941,0.9385472458946076,6.662297595518263,2,64
5,14,6,37,8.451424872715616,1.2765525388001093,0.19887630455456054,12.72033995944812,2.867108990763976,1.6239255989542836,46.24622584974951,10.632924828848635,2.3450563833164604,18.00756188801122,3,64
5,14,6,39,8.492894399407055,1.0465727543778975,0.07099832957836556,5.539021831957942,0.599753161916683,0.9252967240150151,125.96875839511436,6.859737422208339,2.6420803883406174,31.447990948345,3,64
5,14,6,40,8.733429356568116,1.1782436023564735,0.05756228329135549,3.454521694367249,2.2632929715257784,0.6303147670655852,19.692538777851194,11.24765555268425,1.012113427742172,6.3628572615353205,2,64
5,14,7,2,8.359823421970015,1.1148106709895074,0.09018275640618799,7.235480569756368,1.5999532621897024,1.20298806015742,67.2510414448258,7.392586498239905,2.091934286426369,25.31026059702156,5,64
5,14,7,4,8.71681915433176,1.1289445816124983,0.1092153990909848,8.831218509063811,1.7313252924090599,1.469654227702423,77.49003761981108,8.583058057810616,3.356209929917,35.69574453061709,6,64
5,14,7,5,8.422847204047148,1.2742491744120328,0.2482951709408121,17.787843065392607,2.9349206044177314,2.809899257025249,87.39845779093751,9.739489421319671,4.310986753989226,40.406373615047514,6,64
5,14,7,6,8.559863185688702,1.1286266194593657,0.15830231864978211,9.917951700309398,1.6620685375038005,2.004721532899734,85.28843175342587,8.384358232951264,4.967084242581817,41.890611697040356,2,64
