No,cell_line,position,cell_label,lnCFP,int_ratio mean,int_ratio std,int_ratio CV,int_diff mean,int_diff std,int_diff CV,mout avg mean,mout avg std,mout avg CV,barcode_number sum,CHIR(uM)
1,4,1,1,5.988537594,0.617298407,0.016992513,2.462109973,-6.499280568,0.136091725,-1.872886364,0.154336761,0.105885671,61.36387904,5,0
1,4,1,2,5.972711323,0.604572891,0.073365071,11.51229552,-6.197088165,1.186031175,-18.1563976,0.332780302,0.159934079,45.5936811,10,0
1,4,1,3,5.925541265,0.637903321,0.087665647,13.03754537,-6.024265232,1.558720296,-24.54626173,0.242946617,0.155402334,60.68312473,10,0
1,4,1,4,5.972793539,0.587954328,0.082947988,13.30105234,-6.55130973,1.201753048,-17.29461263,0.319777898,0.190398501,56.1356585,9,0
1,4,1,5,6.057954975,0.646884487,0.084561048,12.10236442,-6.038350975,1.455231177,-22.3120895,0.240316548,0.236355816,91.05613705,7,0
1,4,1,6,5.993054597,0.626973788,0.126670646,18.89864326,-6.006849415,1.877897361,-29.24348543,0.316303119,0.128646705,38.04514278,8,0
1,4,1,7,5.993237899,0.654045336,0.078020998,11.04409798,-5.493883699,1.15754133,-19.50669304,0.373550898,0.141947912,35.18080963,7,0
1,4,1,8,5.993196896,0.645619654,0.06374002,9.235054863,-5.84849371,1.081095174,-17.29115198,0.233998842,0.10806704,43.19998287,8,0
1,4,1,9,6.055292673,0.655488418,0.079599367,11.24271482,-5.901463588,1.307322045,-20.50923484,0.189438101,0.117519051,57.43379985,7,0
1,4,1,10,6.02890829,0.634809244,0.092620807,13.84160893,-6.119164589,1.519505455,-23.55761846,0.210859836,0.118269472,53.2108316,10,0
1,4,1,11,6.032237136,0.633323744,0.083204659,11.99309445,-6.158442853,1.328802478,-19.69694583,0.179536273,0.141214554,71.80201453,6,0
1,4,1,12,6.076121666,0.604922112,0.09493169,14.32587401,-6.639515568,1.701500683,-23.3940337,0.2606003,0.168501778,59.02540209,6,0
1,4,1,13,6.045619072,0.633162714,0.06905162,10.2014656,-5.890973102,1.147331085,-18.2182118,0.226670029,0.204735222,84.48945136,8,0
1,4,1,14,6.012488011,0.645589947,0.094346925,13.07121576,-5.778774855,1.731155465,-26.79447735,0.33073527,0.211965783,57.32317568,5,0
1,4,1,15,6.038298372,0.616737507,0.088837377,13.47408841,-6.087863047,1.521278334,-23.37479618,0.303121396,0.241168793,74.42323505,8,0
1,4,1,16,6.096136679,0.650184404,0.104448993,13.91228097,-6.048171956,1.809274126,-25.90662711,0.141913861,0.120485095,73.52569536,4,0
1,4,1,17,6.051882344,0.635596798,0.085866897,12.50750464,-6.220631335,1.445979435,-21.52059417,0.182592143,0.161749732,82.01401797,7,0
1,4,1,18,6.08697578,0.629563058,0.078650883,11.40443418,-6.162487781,1.422598512,-21.07345072,0.242256397,0.177651632,66.9427154,6,0
1,4,1,19,6.056428882,0.660572701,0.079551729,10.77144567,-5.710689258,1.524231269,-23.87301831,0.2666823,0.223610064,74.99669899,5,0
1,4,1,20,6.09794098,0.614243858,0.114422979,17.76135463,-6.362064985,1.762169729,-26.40908127,0.323307118,0.268386212,79.14957579,11,0
1,4,1,21,6.122671649,0.635407957,0.074022966,10.78550389,-6.120141115,1.229326434,-18.59655032,0.171368001,0.201432807,108.8246003,7,0
1,4,1,22,6.035933082,0.579145348,0.016613651,2.028441675,-6.890734226,0.31117743,-3.193210824,0.221895491,0.051970734,16.56133627,2,0
1,4,1,23,5.9131133,0.562459269,,0,-6.802663227,,0,0.4717825,,0,1,0
1,4,1,24,6.055723785,0.673953717,0.078520433,10.42071706,-5.716605942,1.457668541,-22.80686112,0.159613699,0.135226382,75.77679964,5,0
1,4,1,25,6.078165794,0.580660702,0.036260919,5.70066792,-6.808312737,0.359720792,-4.823201666,0.187572967,0.096395687,46.91338094,6,0
1,4,1,26,6.059337607,0.601469045,0.026138437,4.023397463,-6.78207794,0.497321427,-6.788924822,0.093392525,0.066434435,65.85787816,7,0
1,4,1,27,6.195038547,0.607330452,,0,-5.73911269,,0,0.582416407,,0,1,0
1,4,1,28,6.090954365,0.654242972,0.082377825,11.65729697,-6.179654062,1.432288254,-21.45817939,0.17973549,0.193534222,99.68975687,7,0
1,4,1,29,6.043128984,0.637591318,0.086948981,12.62550348,-6.177444505,1.441730197,-21.60736198,0.226408402,0.299358549,122.4124897,7,0
1,4,1,30,6.041512775,0.634848886,0.070914086,10.53139467,-5.983441008,1.227006827,-19.33391052,0.21206595,0.23776894,105.708015,9,0
1,4,1,31,6.03977807,0.606003057,0.013545657,1.580557337,-6.651188266,0.110271744,-1.172330335,0.129741905,0.0607604,33.11504537,2,0
1,4,1,32,6.043937409,0.617776706,0.073798178,11.38984384,-6.534666211,1.162895476,-16.96762001,0.145525041,0.112224859,73.52837941,11,0
1,4,1,33,6.126992855,0.686573076,0.081471553,10.9861578,-5.500189466,1.632472909,-27.47862125,0.099433198,0.091897115,85.56518071,7,0
1,4,1,34,6.045928611,0.633454043,0.077758968,11.20584866,-6.101632294,1.369663807,-20.49166866,0.267138546,0.258912703,88.47614201,6,0
1,4,1,35,6.032319657,0.627653284,0.114015101,16.8177997,-6.173157747,1.707034278,-25.60126779,0.180989927,0.18098359,92.57876839,7,0
1,4,1,36,6.051015723,0.637931093,0.070035089,10.35060303,-6.263439043,1.289260125,-19.40668848,0.094778929,0.074328306,73.93774079,9,0
1,4,1,37,6.075850248,0.638710354,0.071174161,10.5061147,-6.178351047,1.165089662,-17.77913005,0.164322349,0.200311868,114.9301003,9,0
1,4,1,38,6.090569168,0.637729818,0.093703514,13.41308057,-6.354090019,1.672795983,-24.0325022,0.112366396,0.107776475,87.55821508,6,0
1,4,1,39,5.992284407,0.656945373,0.111533939,14.70308318,-6.086384392,1.937921268,-27.57448331,0.280075994,0.471641578,145.8367003,4,0
1,4,1,40,5.965986246,0.589241718,0.05515304,6.618521341,-5.682918938,2.41800647,-30.08645365,0.717707009,0.548557739,54.04557739,2,0
1,4,2,1,5.981882667,0.643418748,0.10656298,14.8134986,-5.885394368,1.637451804,-24.88501749,0.3042109,0.158372756,46.56404474,5,0
1,4,2,2,5.994307131,0.651526463,0.118041293,14.79300036,-5.793461085,2.029853236,-28.60756641,0.223518827,0.09677229,35.35015149,3,0
1,4,2,3,6.021148588,0.641507432,0.013779895,1.518900079,-5.54399481,0.830659057,-10.59461042,0.443591314,0.510857691,81.43327573,2,0
1,4,2,4,6.045159892,0.609424662,0.021799985,3.097895832,-6.390989507,0.319900428,-4.334882681,0.293220416,0.125213284,36.98169672,4,0
1,4,2,5,6.015759965,0.631419452,0.091069444,13.1663109,-5.855893843,1.446641404,-22.55158509,0.387563588,0.133422436,31.42644627,6,0
1,4,2,6,6.008939237,0.666244649,0.104365772,13.56609913,-4.950091587,1.797333141,-31.44459314,0.494461048,0.390635237,68.41793514,4,0
1,4,2,7,6.02716231,0.630835684,0.070327512,10.51072666,-5.847018058,1.142239964,-18.41817752,0.400986171,0.125882993,29.59793432,9,0
1,4,2,8,6.010716706,0.62628239,0.079168945,11.82466063,-6.211048262,1.201772479,-18.09928326,0.202796184,0.135321279,62.41807099,8,0
1,4,2,9,5.990429638,0.594819977,0.040047124,6.146036853,-6.488351497,0.784266584,-11.03414582,0.270584802,0.242878566,81.93985057,6,0
1,4,2,10,6.029933059,0.634073777,0.073184577,10.68578364,-5.892554037,1.314133929,-20.64727108,0.306540564,0.19506478,58.91386492,7,0
1,4,2,11,5.986256739,0.632478983,0.08011425,11.8486181,-6.029635802,1.320383793,-20.48392281,0.270147526,0.13429111,46.4997156,8,0
1,4,2,12,6.07594793,0.599538739,0.036416552,5.432835711,-6.626975755,0.503363738,-6.793780912,0.241823088,0.146705647,54.2617832,5,0
1,4,2,13,5.997714866,0.588169003,0.047644117,7.499525006,-6.654902205,0.675903702,-9.4030718,0.309386708,0.133886791,40.06477313,7,0
1,4,2,14,6.050733285,0.700026188,0.115781111,13.50447776,-4.96126579,1.857494118,-30.56956955,0.298120937,0.042564961,11.65773368,3,0
1,4,2,15,6.039297542,0.621741974,0.080364426,12.0908738,-6.450641073,1.360500127,-19.72875754,0.154449501,0.109677608,66.42560017,8,0
1,4,2,16,6.041032189,0.591186394,0.031860545,4.667232153,-6.629208126,0.476311507,-6.222430455,0.35392752,0.226334052,55.38168899,4,0
1,4,2,17,5.976210942,0.634887608,0.080991262,11.41001747,-5.911609611,1.695842718,-25.65811916,0.361480453,0.20419878,50.52581384,5,0
1,4,2,18,5.969501809,0.621503116,0.101708131,15.15091875,-6.295324983,1.535793547,-22.58610221,0.206991795,0.116128218,51.941111,7,0
1,4,2,19,6.043626948,0.657241304,0.111361373,15.1549575,-5.722025117,1.810892148,-28.30660725,0.355323516,0.373023272,93.89813563,5,0
1,4,2,20,6.043787199,0.579553374,0.052592357,8.116600792,-6.692336955,0.196301141,-2.62355407,0.303005355,0.187467576,55.33766784,5,0
1,4,2,21,6.009669293,0.607086303,0.098937402,15.08817359,-6.476144326,1.648798186,-23.57097718,0.305558332,0.180310827,54.63290342,7,0
1,4,2,22,6.021433928,0.6274376,0.08648036,12.58219253,-5.990514262,1.410576293,-21.49521785,0.347633108,0.076022512,19.96321407,6,0
1,4,2,23,6.15143488,0.572641902,0.031785072,4.5320474,-6.891571512,0.137504339,-1.629117864,0.329366676,0.219105388,54.31599899,3,0
1,4,2,24,6.093178034,0.631056789,0.068463199,10.14828778,-6.08226886,1.046803706,-16.09917659,0.210075821,0.148326479,66.04601903,8,0
1,4,2,26,6.124801809,0.557958117,,0,-7.641765379,,0,0.072721596,,0,1,0
1,4,2,27,6.168557634,0.588161499,0.032078438,4.978815022,-6.686505859,0.342292824,-4.673130856,0.246865494,0.176705323,65.34293219,6,0
1,4,2,28,6.123669409,0.593487493,0.028674685,4.410587737,-6.911624421,0.333963255,-4.410907317,0.191634967,0.066080097,31.47786688,6,0
1,4,2,29,6.139653721,0.624645393,0.015349045,2.12803346,-6.241892297,0.257639781,-3.574598609,0.259495812,0.182808215,61.00929219,4,0
1,4,2,30,6.158620814,0.62004781,0.073336566,11.15113649,-6.411530517,1.17209118,-17.23548159,0.129180769,0.121058888,88.35325533,9,0
1,4,2,31,6.234586288,0.644839068,0.100590603,13.95246888,-6.128799694,1.762835489,-25.7265382,0.11778772,0.047766732,36.27191684,5,0
1,4,2,32,6.184663767,0.600442627,0.03016528,4.651172531,-6.719342028,0.359093737,-4.947749322,0.171167813,0.115804265,62.63672717,7,0
1,4,2,33,6.258649577,0.641340094,0.096890991,14.13185053,-6.161896292,1.726784716,-26.2136706,0.171965374,0.162221414,88.24115853,8,0
1,4,2,34,6.109257324,0.654474839,0.091373056,12.74484543,-5.825182894,1.488453985,-23.32572894,0.367875771,0.3626207,89.98306546,6,0
1,4,2,35,6.158144665,0.617555818,0.087443406,13.10923812,-6.130436366,1.508173571,-22.77647663,0.28205928,0.336691782,110.5143639,7,0
1,4,2,36,6.210646438,0.63361478,0.074926603,11.14896316,-6.151719856,1.201692416,-18.41706875,0.21966294,0.211255217,90.67224957,9,0
1,4,2,37,6.122274156,0.559800301,0.033595801,5.478494817,-7.434607066,0.201598773,-2.475364975,0.158264065,0.099029746,57.12059554,6,0
1,4,2,38,6.108583252,0.614456464,0.077939395,11.86506003,-6.185100165,1.268305165,-19.18143304,0.349364015,0.103356639,27.6735093,8,0
1,4,2,39,6.233838106,0.6268953,0.074123806,10.79374303,-6.543495181,1.354722544,-18.89948404,0.087089394,0.037247816,39.04315642,6,0
1,4,2,40,6.164179864,0.603704102,0.039768455,6.013453603,-6.774013326,0.587128711,-7.912188919,0.155550331,0.134500905,78.93391489,6,0
1,4,2,41,6.086041637,0.62426934,0.077646002,11.35419815,-6.408926295,1.420558235,-20.23406505,0.20646895,0.145402497,64.2874935,6,0
1,4,2,42,6.20084893,0.60108454,0.079752695,12.65066823,-6.672721769,1.197357907,-17.10900005,0.275511897,0.202085551,69.93564166,11,0
1,4,2,43,6.130495567,0.684780234,0.084854145,11.31178713,-5.212782342,1.391339677,-24.36536691,0.249866429,0.255650084,93.40011384,6,0
1,4,2,44,5.962943586,0.585392589,0.024457493,3.868043303,-7.043077062,0.289226593,-3.80191486,0.136632766,0.080848137,54.78248882,7,0
1,4,2,45,6.081820628,0.644381985,0.090431385,12.99278932,-6.034279839,1.450642542,-22.2567408,0.218899155,0.348931561,147.578392,7,0
1,4,2,46,6.215415912,0.639358519,0.104965221,15.35695081,-6.116953441,1.826341458,-27.92870697,0.138446903,0.083973598,56.7366311,8,0
1,4,2,47,6.058733109,0.678815934,0.195240978,27.11706522,-5.567934639,2.961423623,-50.14528993,1.197779305,3.114780404,245.1739745,9,0
1,4,3,2,5.859221014,0.574038749,,0,-6.001242596,,0,0.695830808,,0,1,0
1,4,3,3,5.918740203,0.593393686,0.001075208,0.128125157,-6.342364613,0.031165965,-0.347467645,0.442269976,0.025962553,4.150925463,2,0
1,4,3,4,5.948625485,0.677858443,0.096842539,12.37250928,-5.516844322,1.682223665,-26.40727822,0.181324958,0.098751692,47.1647561,4,0
1,4,3,5,5.959399038,0.607133427,0.027116952,4.077238368,-6.548532757,0.514014381,-7.165403347,0.203177674,0.142330597,63.94869169,6,0
1,4,3,6,5.897801227,0.612352081,0.045408434,6.054659093,-6.755103474,0.271403406,-3.280481987,0.111099661,0.12650401,92.97066325,3,0
1,4,3,7,5.948859081,0.645217724,0.083191731,11.53237785,-5.586614925,1.256645119,-20.11911647,0.392627437,0.133137833,30.32954066,5,0
1,4,3,8,6.031451727,0.602459963,0.084331436,13.09378882,-6.405846717,1.304170111,-19.04415585,0.269238628,0.162218887,56.35962247,8,0
1,4,3,9,6.001219149,0.646167117,0.094710486,13.38019952,-5.883139316,1.509798714,-23.42714121,0.257677186,0.166870736,59.11716368,6,0
1,4,3,10,6.063761967,0.635131849,0.102204527,14.68979112,-5.547040745,1.332629346,-21.93094743,0.343421599,0.418127479,111.1451409,6,0
1,4,3,11,6.010716419,0.62407968,0.082952609,12.67341529,-6.146810779,1.523924392,-23.63835408,0.251545468,0.159218565,60.35049921,11,0
1,4,3,13,6.044548516,0.6534213,0.111703073,15.82699401,-5.933334492,2.009445696,-31.35480087,0.223444549,0.141222073,58.51395104,7,0
1,4,3,14,5.946221012,0.610391349,0.099432201,14.87058527,-6.38122054,1.61201481,-23.0608149,0.205998878,0.12551171,55.61971633,6,0
1,4,3,15,6.073958032,0.612616399,0.082740331,12.63376113,-6.449285197,1.279404631,-18.55668358,0.176513764,0.169817398,89.99277239,8,0
1,4,3,16,6.104128495,0.634387519,0.101189225,14.26673628,-5.813641547,1.600067741,-24.61699923,0.311054667,0.371201508,106.7377403,5,0
1,4,3,17,5.980244282,0.625871454,0.075991337,11.24101547,-6.498991314,1.346957681,-19.18821606,0.106058947,0.069964767,61.07432617,7,0
1,4,3,18,6.017395563,0.707245301,0.126851502,16.04244421,-4.655543877,2.262395001,-43.46533206,0.436841413,0.298712387,61.16097811,5,0
1,4,3,19,6.015656763,0.623769522,0.094595245,14.04015044,-6.029813899,1.308904471,-20.09697294,0.252320631,0.183180653,67.21302579,7,0
1,4,3,20,6.020984441,0.630849472,0.069651903,10.07898082,-6.31868481,1.257469572,-18.16687255,0.14503188,0.110502101,69.55309106,6,0
1,4,3,21,6.063312331,0.635838769,0.062959264,9.039033874,-6.13859993,1.199421097,-17.83658593,0.183226558,0.170968573,85.17992259,6,0
1,4,3,22,6.107195563,0.62208224,0.070250112,10.64689472,-6.54180659,1.239931121,-17.86996078,0.125190819,0.105458882,79.42082982,9,0
1,4,3,23,5.979320744,0.606148944,0.069453116,10.60813376,-6.2357712,1.153505352,-17.12600424,0.305485233,0.118328777,35.86136044,7,0
1,4,3,24,6.149567292,0.637702454,0.104912751,15.68605903,-5.747826663,1.548674803,-25.68977066,0.323317702,0.322289996,95.04318872,11,0
1,4,3,25,6.08065192,0.643451771,0.083053973,12.16937159,-5.91636039,1.344076008,-21.41869205,0.26662149,0.31668783,111.9850276,9,0
1,4,3,26,6.038988988,0.64904181,0.073686969,10.61993953,-6.086979469,1.269443316,-19.50812379,0.10807635,0.083712509,72.45422503,8,0
1,4,3,27,6.078274463,0.647813178,0.067297842,9.617849231,-5.882486963,1.266094051,-19.92652644,0.159771437,0.156826544,90.87554634,7,0
1,4,3,28,5.984504001,0.596996531,0.01725498,2.043749517,-7.140944972,0.21147725,-2.094078561,0.116593195,0.111075905,67.36458817,2,0
1,4,3,29,6.056898611,0.658996435,0.09596254,13.02457809,-5.669351144,1.869060351,-29.48729682,0.20889447,0.327450112,140.2049008,5,0
1,4,3,30,6.021115868,0.646232811,0.069683578,9.843528695,-5.779011714,1.252243173,-19.78082838,0.274039398,0.188819121,62.89879776,6,0
1,4,3,31,6.049429604,0.640716184,0.047068245,6.801252854,-6.167209668,1.077497537,-16.1753683,0.147413366,0.11887935,74.66140578,7,0
1,4,3,32,6.144885986,0.611339829,0.084463671,12.92383157,-6.474227677,1.269531262,-18.3425393,0.188428147,0.18308911,90.89097522,8,0
1,4,3,33,6.017065256,0.612250783,0.014631828,1.689873671,-6.604727454,0.131528645,-1.408154948,0.138681727,0.053174523,27.11248721,2,0
1,4,3,35,6.061520284,0.655329772,0.071887873,10.0139429,-5.834035013,1.224964309,-19.16742536,0.168395182,0.158556862,85.95373583,6,0
1,4,3,36,5.87616649,0.522768635,,0,-7.207116884,,0,0.436028389,,0,1,0
1,4,3,37,6.100618558,0.625259231,0.080961438,12.11217478,-6.507358553,1.593383257,-22.90443268,0.194396298,0.208208555,100.187746,8,0
1,4,3,38,6.059135188,0.646296109,0.07547825,10.92431741,-6.042765892,1.380135901,-21.36437097,0.265269353,0.330585605,116.5737822,8,0
1,4,3,39,6.062620419,0.598954446,0.020110222,3.00308804,-7.02849873,0.383209704,-4.876620063,0.077956058,0.037686955,43.24004836,5,0
1,4,3,40,5.999196621,0.664245115,0.067734864,9.440836942,-5.7372859,1.365566424,-22.03600909,0.104320473,0.043801773,38.87306172,7,0
1,4,3,41,6.035635199,0.659441794,0.063680139,9.032990595,-5.715573971,1.112164198,-18.20174757,0.154517113,0.102065891,61.78855964,8,0
1,4,3,42,5.996149537,0.595112432,0.019676653,3.061109098,-6.766045914,0.428978886,-5.869857816,0.182024513,0.157075306,79.89224811,7,0
1,4,3,43,6.098854409,0.690238623,0.093398175,11.71843904,-5.549221166,1.797584437,-28.05355456,0.346944732,0.461411858,115.1752292,4,0
1,4,3,44,6.005824743,0.635488212,0.071920081,10.47778002,-6.336017572,1.457650919,-21.29922312,0.161873875,0.16224072,92.79182265,7,0
1,4,3,45,6.091884108,0.631688396,0.028475841,3.903950413,-6.551689644,0.061398024,-0.811580694,0.089057249,0.060516936,58.84889175,4,0
1,4,3,46,6.056365684,0.611891112,0.010578184,1.2224243,-6.508773869,0.467005293,-5.073499493,0.173861045,0.137714701,56.00967061,2,0
1,4,3,47,6.036024165,0.664398125,0.113872782,14.84301633,-5.871870944,2.030135383,-29.94188448,0.196874251,0.208548304,91.73781114,4,0
1,4,3,48,5.924421708,0.600954596,0.103607996,12.19092373,-6.203556891,0.808625835,-9.217047918,0.174833973,0.11334448,45.84157685,2,0
1,4,3,50,5.990220571,0.636231018,,0,-5.039333392,,0,0.68820907,,0,1,0
1,4,4,1,5.888744187,0.631275277,0.087011264,12.32825728,-5.524844817,1.407629597,-22.78837194,0.556267378,0.177264125,28.50245399,5,0
1,4,4,2,5.873699951,0.633880034,0.101286685,13.83808257,-5.722276121,1.655288402,-25.05160144,0.340124524,0.155272607,39.53552673,4,0
1,4,4,3,5.891478209,0.601028761,0.07077357,11.10195823,-6.209363302,1.330290173,-20.19868289,0.404995148,0.215963265,50.27519945,9,0
1,4,4,4,5.970988963,0.647926824,0.093845553,13.22199886,-6.013614179,1.646899755,-25.00005596,0.165607788,0.159731848,88.04812978,6,0
1,4,4,5,5.985458496,0.619783737,0.106804028,15.9541644,-5.930696672,1.610723428,-25.14443425,0.357831268,0.18774976,48.57666648,7,0
1,4,4,6,5.891557653,0.634842718,0.078552397,11.29542764,-5.721446494,1.334144763,-21.28660944,0.37621936,0.248751505,60.35787685,6,0
1,4,4,7,5.900771612,0.618437862,0.090763977,13.72844903,-6.057585722,1.339579355,-20.68582774,0.33264011,0.144210862,40.55341046,8,0
1,4,4,8,5.868281255,0.600071426,0.032725653,4.722978911,-6.323753605,0.667937617,-9.147272019,0.399523949,0.094922658,20.57584621,4,0
1,4,4,9,5.945623961,0.612866612,0.076203934,11.51166218,-6.025234529,1.676983878,-25.76804892,0.425255977,0.427150014,92.99435878,7,0
1,4,4,10,6.018145204,0.62486398,0.081059864,12.01011008,-6.048439766,1.380663868,-21.13348913,0.312162163,0.17845828,52.92770317,7,0
1,4,4,11,6.033794319,0.705275105,0.136968799,13.73245222,-4.559711572,2.000841937,-31.0284736,0.364273137,0.085501473,16.597071,2,0
1,4,4,12,5.981586526,0.614420542,0.098252934,14.59785942,-6.149600791,1.567658697,-23.27094229,0.301283071,0.199795457,60.53691104,6,0
1,4,4,13,5.954590544,0.58963855,0.018157513,2.811123209,-6.930675186,0.292110339,-3.847518882,0.146950185,0.061581011,38.25481061,6,0
1,4,4,14,5.997533289,0.597480246,0.012674568,1.500011586,-6.887201164,0.022836102,-0.234457539,0.12971707,0.109279537,59.56987923,2,0
1,4,4,15,5.982684723,0.591367378,0.048736183,7.13714932,-6.415716191,0.324196678,-4.376168626,0.328248176,0.282879271,74.63274827,4,0
1,4,4,16,5.953957944,0.652486544,0.075370743,10.54485504,-5.84166509,1.263016772,-19.73703177,0.180789725,0.063622123,32.12504809,6,0
1,4,4,17,5.975140102,0.614004989,0.032452443,4.727379687,-6.260327668,0.387096764,-5.530539126,0.286186174,0.160700547,50.2242779,5,0
1,4,4,18,6.016450312,0.638080939,0.097534456,13.95377353,-5.868621147,1.494428519,-23.24601157,0.312873546,0.15152912,44.21164104,6,0
1,4,4,19,5.998429189,0.627885208,0.081605695,12.15749894,-6.224462746,1.32678075,-19.93890556,0.210514848,0.101038561,44.89608216,8,0
1,4,4,20,5.9521815,0.669539867,0.072856854,8.884814076,-4.965977539,1.634217534,-26.86949384,0.515773634,0.245667429,38.89043622,3,0
1,4,4,21,5.977822164,0.63883043,0.074758314,10.68275535,-6.091910208,1.324258105,-19.84396823,0.152095608,0.075831129,45.51349933,6,0
1,4,4,22,5.974956837,0.644352476,0.097195598,13.49174384,-5.97902798,1.622686738,-24.274433,0.214005966,0.153097723,63.98642463,5,0
1,4,4,23,6.00364837,0.656576105,0.06958884,9.675287941,-5.834829352,1.385303838,-21.67336053,0.112512461,0.07289889,59.14658391,6,0
1,4,4,24,5.985812162,0.63981078,0.07802316,11.13220923,-6.092188764,1.452746283,-21.76836439,0.229376456,0.167798496,66.7803362,6,0
1,4,4,25,6.002327148,0.636639121,0.005658234,0.769694213,-5.405556239,0.454812353,-7.286559134,0.576626879,0.090042734,13.52335419,4,0
1,4,4,26,5.959463196,0.622120955,0.081430491,11.94872602,-5.993907001,1.421446241,-21.6486,0.300071321,0.241358989,73.42574561,6,0
1,4,4,27,6.125758536,0.629686941,0.126340292,17.37592058,-5.960178952,1.830167427,-26.59268284,0.275468942,0.200912547,63.1633347,4,0
1,4,4,28,6.070647587,0.651327625,0.10597793,14.09115414,-5.988186526,1.881897627,-27.21643933,0.15823722,0.090417977,49.48536445,4,0
1,4,4,29,5.979388814,0.61678296,0.08383128,12.71386972,-6.342081816,1.352729519,-19.95184919,0.221616416,0.09454833,39.90763246,8,0
1,4,4,30,6.036704707,0.602984802,0.036557564,5.534523786,-6.252561065,1.0780099,-15.73889305,0.343283227,0.36369618,96.71537781,6,0
1,4,4,31,6.025571096,0.634072734,0.027919472,3.595195393,-6.25179876,0.91745101,-11.98208134,0.209952773,0.205818383,80.04181276,3,0
1,4,4,32,6.08928562,0.635536852,0.094557863,13.58208009,-6.363643635,1.605923145,-23.03712523,0.162456802,0.139268174,78.25702934,6,0
1,4,4,33,5.923909864,0.652828705,0.091328237,12.7707149,-5.756649513,1.52670666,-24.21002224,0.271218375,0.189820994,63.89023851,6,0
1,4,4,34,5.97688549,0.580081013,0.013597993,1.91399384,-6.119500616,0.965101819,-12.87690589,0.595598605,0.277933462,38.10145287,3,0
1,4,5,1,5.965375873,0.556730523,0.020082226,2.94524332,-6.664873512,0.61268045,-7.505791251,0.376446153,0.340216505,73.79159298,3,0
1,4,5,2,5.935290138,0.577630621,0.027605562,4.138824575,-6.770536828,0.538505906,-6.888077069,0.258545696,0.124619129,41.74245914,4,0
1,4,5,3,5.913900307,0.675422692,0.066127291,6.922932286,-5.618894852,1.041170264,-13.10255083,0.109175959,0.034988393,22.66115186,2,0
1,4,5,4,6.015802008,0.604668568,0.084254598,13.21896561,-6.498519679,1.271254265,-18.5583448,0.282782522,0.177543822,59.56268328,10,0
1,4,5,5,5.966950495,0.633525241,0.080228808,11.56047813,-6.264896507,1.518316631,-22.12370328,0.18896711,0.158676813,76.65431816,6,0
1,4,5,6,5.9996265,0.62656844,0.122576485,18.29964536,-6.069107029,1.949018278,-30.03966893,0.219459558,0.135041452,57.55944873,8,0
1,4,5,7,5.9624247,0.64227856,0.058721425,8.177454832,-5.601103247,1.160347425,-18.529319,0.430132069,0.213053233,44.30281274,5,0
1,4,5,8,6.018863736,0.585932439,0.01090597,1.519746457,-6.825482338,0.345726825,-4.135748317,0.26744834,0.16156982,49.32586435,3,0
1,4,5,9,6.066796995,0.645805676,0.10360437,15.00652867,-5.632193007,1.602935156,-26.62210864,0.325432431,0.117738439,33.84242448,8,0
1,4,5,10,6.098463458,0.59134003,0.076016079,12.02464355,-6.055588501,1.233887838,-19.0600201,0.483767325,0.195450746,37.79243092,8,0
1,4,5,11,5.955709969,0.658597852,0.096402753,12.67651163,-5.675827405,1.623287724,-24.76834313,0.252880619,0.11867618,40.64233451,4,0
1,4,5,12,6.018299608,0.602191081,0.073524577,11.68971537,-6.345988383,1.1623173,-17.53602471,0.290152455,0.177475275,58.56219265,12,0
1,4,5,13,5.975151957,0.68296124,0.090942361,12.15568806,-5.079770898,1.50025934,-26.96072649,0.338024541,0.193351372,52.21657759,6,0
1,4,5,14,6.000632726,0.665901742,0.109898781,15.06579661,-5.501721939,1.896526992,-31.4680454,0.305926865,0.148817864,44.4065289,6,0
1,4,5,15,5.951659351,0.696263505,0.102456791,12.0149367,-5.22730942,1.939232591,-30.2904736,0.238983521,0.128684767,43.96565588,3,0
1,4,5,16,6.009314548,0.63728926,0.081290116,11.80939767,-6.10620571,1.393311608,-21.12532648,0.191260333,0.097886633,47.38327667,7,0
1,4,5,17,6.094440453,0.611125746,0.057313721,8.772675237,-6.405749895,0.661190331,-9.655183732,0.20774043,0.218962396,98.59446558,8,0
1,4,5,19,5.984363273,0.640224732,0.064426841,9.413224561,-5.97379727,1.148123526,-17.97803256,0.238174102,0.157356516,61.80081778,8,0
1,4,5,20,6.119799276,0.635702359,0.076138088,11.08854971,-5.991425912,1.385284908,-21.40599969,0.257778452,0.146914516,52.76484928,7,0
1,4,5,21,5.989728282,0.624187227,0.008832818,1.265695906,-6.408925477,0.190210331,-2.654568108,0.127808482,0.07936249,55.53932602,5,0
1,4,5,22,5.991242549,0.626733718,0.022451018,3.102298714,-6.055775395,0.163398201,-2.336727899,0.289128987,0.140724503,42.15108126,4,0
1,4,5,23,5.977429934,0.655385176,0.075845179,10.71415619,-5.742169204,1.292334705,-20.83654108,0.185259567,0.166084489,82.99941587,7,0
1,4,5,24,6.017786449,0.649424815,0.096353328,13.27036393,-5.94243332,1.590255959,-23.9357868,0.232337985,0.144707103,55.70762259,5,0
1,4,5,25,6.054797571,0.691086185,0.064709726,8.547649901,-4.877223349,1.130811132,-21.16541595,0.324146084,0.297874257,83.88833407,6,0
