No,cell_line,position,cell_label,lnCFP,int_ratio mean,int_ratio std,int_ratio CV,int_diff mean,int_diff std,int_diff CV,mout avg mean,mout avg std,mout avg CV,barcode_number sum,CHIR(uM)
14,25,6,119,9.754241425,0.619229586,0.066534935,8.773086442,-6.059917695,1.536058112,-20.69642295,0.410227414,0.25824278,51.3993798,3,3
14,25,6,120,10.52555934,1.844405554,0.200473735,8.874735769,6.961512062,0.514799776,6.037944815,11.9950235,0.000560752,0.003817014,3,3
14,25,6,121,9.353121995,1.182525264,0.128174297,8.850032901,2.2815048,1.429960116,51.17488887,9.402885992,2.614223928,22.7005294,3,3
14,25,6,122,10.74874655,0.57712805,0.049827887,7.049440637,-6.318776659,0.809710907,-10.46288265,0.555889031,0.133474171,19.60484888,3,3
14,25,7,1,8.989280941,1.888030403,,0,6.762093854,,0,11.99159882,,0,1,3
14,25,7,2,9.63593624,1.846060312,,0,6.311129044,,0,11.98311097,,0,1,3
14,25,7,4,7.922495322,0.543808252,0.050817416,8.092774116,-6.963059724,0.304247918,-3.784060975,0.491695442,0.272422191,47.98184361,4,3
14,25,7,5,9.954169614,1.76189726,,0,6.720070184,,0,11.99591103,,0,1,3
14,25,7,6,9.728807641,1.649276549,0.340798825,14.61132521,6.106420363,2.251493281,26.07167657,11.99460651,0.001173312,0.006916918,2,3
14,25,7,7,9.470593156,0.605293035,0.026442948,3.783335231,-6.317931342,0.637368018,-8.736671315,0.379200366,0.237203866,54.17309492,4,3
14,25,7,9,7.735960597,0.606809454,0.059068022,7.947937801,-6.136089064,1.000490367,-13.31299066,0.47160375,0.062694986,10.85450265,3,3
14,25,7,10,7.961060653,0.592348146,0.037647454,5.945147149,-6.61301283,0.509873671,-7.212191468,0.298548149,0.224135512,70.2263854,8,3
14,25,7,11,10.08342552,1.784120095,0.1355077,7.031799766,6.465905201,0.598945166,8.575991391,11.99334292,0.003727354,0.02877312,7,3
14,25,7,12,9.424646022,0.652668915,0.019676871,2.131808098,-5.629946161,0.545963031,-6.857155471,0.35715073,0.130221596,25.7819922,2,3
14,25,7,13,10.29126803,1.153729736,,0,1.703962535,,0,8.519618951,,0,1,3
14,25,7,14,8.309559873,1.502853538,,0,4.193723079,,0,11.78060079,,0,1,3
14,25,7,15,9.327748346,2.015391407,,0,7.615279067,,0,11.99568986,,0,1,3
14,25,7,16,8.873530466,0.925390592,0.054700117,4.179729533,-0.903701512,0.689521452,-53.95202822,1.467628605,0.575767543,27.74061043,2,3
14,25,7,17,8.730800745,1.775412355,0.421488372,16.7869332,5.77868988,2.200620184,26.92778964,11.93249182,0.080508091,0.477082387,2,3
14,25,7,18,10.16512079,2.173146779,,0,6.957625404,,0,11.98927959,,0,1,3
14,25,7,20,9.304245711,1.449747555,0.29486458,17.61411605,4.292538675,2.318060142,46.76717258,11.08916869,1.796636007,14.03110068,4,3
14,25,7,21,9.543478702,1.898020596,,0,6.889995977,,0,11.99220959,,0,1,3
14,25,7,22,9.903871276,1.733077601,0.155487915,6.344006698,6.740326401,1.05776994,11.09673706,11.99623776,0.000197331,0.00116315,2,3
14,25,7,23,9.927883466,1.763370854,0.143085852,7.407342266,7.207216051,0.433067804,5.48526651,11.85393773,0.254664714,1.961171215,6,3
14,25,7,25,10.1282718,1.450739148,,0,5.583885662,,0,11.79997515,,0,1,3
14,25,7,26,8.720684073,1.892801727,,0,7.111865964,,0,11.99494967,,0,1,3
14,25,7,28,9.96449309,2.030062773,,0,7.076906933,,0,11.98380578,,0,1,3
14,25,7,29,10.52035838,1.826736103,,0,7.184335055,,0,11.99656057,,0,1,3
14,25,7,34,10.07069921,1.901934647,0.013901051,0.516817302,7.343866191,0.285681809,2.750697507,11.99635307,0.000255029,0.001503228,2,3
14,25,7,35,10.13342493,1.25147827,,0,3.106617328,,0,11.98022228,,0,1,3
14,25,7,36,8.358797671,0.642771541,0.07291234,9.823698569,-5.178542876,1.648504534,-27.5685041,0.593580925,0.340815884,49.72451121,4,3
14,25,7,38,9.247704617,0.712228176,0.088328773,10.12598823,-4.634529276,1.343974464,-23.67771329,0.271262073,0.076982628,23.17170694,3,3
14,25,7,39,9.956614379,1.731764167,0.314719256,15.73856743,6.471536277,2.153935379,28.82411032,11.99145823,0.006640013,0.047954304,4,3
14,25,7,40,9.42206678,1.773654321,,0,6.98447848,,0,11.99610492,,0,1,3
14,25,7,41,10.07721218,1.945095007,0.173229176,6.297457166,6.967157199,0.463217385,4.701259706,11.9937407,0.001846246,0.010884785,2,3
14,25,7,42,9.991136624,1.830571454,0.102010514,4.826017359,7.366619803,0.275503136,3.23883573,11.98749704,0.010274981,0.07423063,4,3
14,25,7,43,9.908487642,0.809054893,0.313561778,33.5641583,-3.362701731,4.285915159,-110.3788472,3.300746831,5.76167253,151.1704785,4,3
14,25,7,44,9.617065027,0.554134452,0.040539802,6.678452639,-6.876600254,0.686942078,-9.11917851,0.440313118,0.099537072,20.63633719,6,3
14,25,7,45,9.68003548,1.351844961,,0,4.030679902,,0,11.99065439,,0,1,3
14,25,7,46,8.084639094,0.639190419,0.025898438,3.308245192,-5.940207271,0.592046102,-8.137824083,0.340619078,0.115700435,27.7345035,3,3
14,25,7,47,8.349493764,0.868736515,,0,-2.102407799,,0,0.183613748,,0,1,3
14,25,7,48,9.569948002,1.834706627,,0,7.18459565,,0,11.99708052,,0,1,3
14,25,7,49,9.293113081,0.707988275,,0,-4.896917639,,0,0.265844641,,0,1,3
14,25,7,50,10.63203818,1.822245591,0.262259543,13.13813646,6.935766656,0.743065521,9.780071128,11.98909877,0.01077668,0.082055522,6,3
14,25,7,52,8.325764561,2.125761992,,0,6.853034293,,0,11.94714457,,0,1,3
14,25,7,53,9.727209168,1.607185899,0.269886708,15.01966949,5.569993421,1.542572947,24.77057123,11.94069311,0.113137036,0.847462042,5,3
14,25,7,56,10.43360506,1.919293296,0.159522035,6.786310153,6.66760543,0.641190417,7.851841089,11.99048684,0.001810002,0.012325275,3,3
14,25,7,57,8.533169246,0.720304037,0.219467896,27.25211076,-4.582196871,3.330193846,-65.00410197,1.846443039,3.312108655,160.4403699,5,3
14,25,7,58,9.371625339,0.63729791,0.135499401,17.35998125,-5.521942291,1.783144128,-26.36628576,0.417774809,0.170048995,33.23427369,3,3
14,25,7,59,9.960141062,1.728702751,0.205888661,10.65263627,6.121149079,1.51255335,22.10155032,11.89543141,0.220547034,1.658311142,5,3
14,25,7,61,10.48188509,1.831320659,0.046102818,1.780115076,7.143833632,0.037489041,0.371071844,11.99578401,0.000456626,0.002691643,2,3
14,25,7,63,10.14583545,0.61659007,0.099668893,14.75613049,-5.845014395,1.399200197,-21.85262684,0.433033901,0.275850458,58.15153582,6,3
14,25,7,64,9.270711345,1.03567782,,0,0.48660581,,0,5.017377483,,0,1,3
14,25,7,65,10.29805441,1.733204114,0.111460912,5.870596865,6.55511316,0.599052328,8.342456364,11.98776518,0.017232375,0.131224914,6,3
14,25,7,66,10.57678694,0.656592587,0.131993163,17.4094918,-5.868583425,1.930368719,-28.48640342,0.146383137,0.082300928,48.69050885,4,3
14,25,7,67,9.696543618,1.5594368,0.290835947,15.22771276,5.096914927,1.566621499,25.09637921,11.99005299,0.006074379,0.041365199,3,3
14,25,7,68,8.573122052,0.694982087,0.146593242,14.91507156,-5.031886828,1.947929876,-27.37331882,0.279113848,0.238962517,60.53874329,2,3
14,25,7,69,9.535977295,0.944062453,,0,-0.804468231,,0,1.712300254,,0,1,3
14,25,7,70,10.58288327,0.616185106,0.015486111,2.176515762,-6.230368517,0.295355563,-4.105462145,0.279055751,0.136062593,42.22584978,4,3
14,25,7,71,8.785548096,0.651332286,0.076206418,8.273207977,-4.458724997,1.152204677,-18.27275154,0.862727132,0.043644826,3.577209003,2,3
14,25,7,72,9.707658844,1.456055097,0.134395405,6.526669383,4.824857741,1.154106605,16.91400349,11.99272761,0.004504294,0.026557901,2,3
14,25,7,74,9.820661159,0.59598384,0.04298652,6.584263216,-6.568200939,1.026649921,-14.26873014,0.307264936,0.199783152,59.35471659,6,3
14,25,7,75,9.80409897,0.593384126,0.033874723,5.106047187,-6.521272477,0.297469388,-4.07995081,0.288204691,0.123958254,38.46975313,5,3
14,25,7,76,8.635074468,0.762058913,,0,-3.503389258,,0,0.611849302,,0,1,3
14,25,7,77,8.570246826,1.634327471,,0,5.166380469,,0,11.96563565,,0,1,3
14,25,7,79,9.52113123,0.678539239,0.11054172,13.30165321,-4.910904573,1.784985263,-29.67751342,0.581632199,0.118104466,16.57953129,3,3
14,25,7,80,9.48113817,1.612502817,,0,5.80391342,,0,11.99581007,,0,1,3
14,25,7,81,10.13944206,1.891458342,0.011232236,0.419908283,6.763902315,0.023790809,0.248712088,11.99276745,0.000896832,0.00528782,2,3
14,25,7,82,9.230184204,1.345452817,0.016131899,0.847816796,3.990694695,0.11728929,2.078235961,11.99114978,0.000781171,0.004606493,2,3
14,25,7,83,10.04460003,1.867042663,0.024814384,0.939797427,6.777574142,0.143788324,1.500148824,11.99182205,0.002179702,0.012852779,2,3
14,25,7,84,10.36012193,0.598823672,0.141525299,22.10747522,-6.291119355,2.185891786,-32.50160142,0.301379956,0.132717281,41.19240392,8,3
14,25,7,87,9.19551653,0.765945083,,0,-3.426462599,,0,0.652479133,,0,1,3
14,25,7,88,9.704375145,0.666403789,0.065575424,6.958067765,-5.615926133,2.0081159,-25.28438474,0.315890505,0.3791603,84.87333901,2,3
14,25,7,89,9.482951892,1.996636006,,0,5.934166431,,0,11.86806872,,0,1,3
14,25,7,90,9.613963535,0.657854162,0.138553614,17.19660056,-5.686342975,2.225652846,-31.95793758,0.324611842,0.202954505,51.04917264,3,3
14,25,7,91,9.545431279,0.647557549,0.09967298,14.05103932,-5.483365662,1.618082614,-26.93784566,0.44498933,0.225279674,46.21487551,6,3
14,25,7,92,10.56037104,1.701888775,0.112956886,6.257563663,6.664023847,0.558562235,7.902395579,11.83586114,0.455427769,3.627800406,9,3
14,25,7,93,9.624718039,1.52502606,0.194327141,9.010340411,5.071520611,1.49148679,20.79534925,11.99077248,0.007706394,0.04544531,2,3
14,25,7,94,10.04790763,0.730906215,0.123757342,11.97276125,-4.627746716,2.590278531,-39.57873296,0.330103426,0.320112822,68.57061436,2,3
14,25,7,96,9.764329925,0.615320885,0.08014005,11.64911538,-5.671238116,0.988448944,-15.58911114,0.545519826,0.141525288,23.20430164,5,3
14,25,7,97,9.531137831,1.905665991,,0,7.059137367,,0,11.99485124,,0,1,3
14,25,7,99,10.33472095,1.572114628,0.122995809,5.532113818,5.960324121,0.947023814,11.23507626,11.99528426,0.000919608,0.005420975,2,3
14,25,7,100,9.686668839,0.631921409,0.069986668,10.11024377,-5.728855708,1.550447596,-24.70578086,0.464562531,0.272781225,53.60183697,6,3
14,25,7,101,10.16456696,0.660063853,0.053804766,7.059361564,-5.890412086,0.609791185,-8.965326193,0.129077584,0.089151111,59.81451197,4,3
14,25,7,104,9.8878806,1.319752751,0.022594159,1.210566369,3.731256046,0.3264771,6.187036444,11.8492822,0.179921559,1.073683215,2,3
14,25,7,105,9.969218848,1.40828252,0.591286374,38.32811482,2.888671345,6.13486079,193.8723863,8.179912199,5.890723361,65.739949,6,3
14,25,7,106,10.63088848,1.893988943,0.134187897,6.135734197,6.811126642,0.935859246,11.89932186,11.99273695,0.003537598,0.025545878,4,3
14,25,7,107,9.46171859,1.35118111,0.150027664,9.615866222,4.018192441,1.289209405,27.78582938,11.85185402,0.274254014,2.003998218,4,3
14,25,7,108,10.39043209,1.861408111,,0,7.1490051,,0,11.99677638,,0,1,3
14,25,7,109,10.45908521,1.757953909,0.154611488,8.028670854,6.322143638,0.357671781,5.164516808,11.98135695,0.020001626,0.152394279,6,3
14,25,7,110,9.291993094,0.623913577,0.02619565,3.428144406,-5.929475188,0.84138083,-11.58592538,0.405311835,0.242155069,48.78189305,3,3
14,25,7,111,10.21576885,1.86055779,0.21825167,9.577866569,7.29615638,0.769592022,8.6123326,11.99540328,0.001242599,0.008458054,3,3
14,25,7,112,9.859827378,1.53743741,0.102774096,5.458088723,5.74827774,1.454005191,20.65297331,11.95363779,0.024019684,0.164067122,3,3
14,25,7,114,8.564524348,1.498515576,,0,4.807612523,,0,11.99041076,,0,1,3
14,25,7,115,9.776991919,1.18131543,0.012762197,0.763914149,2.423900017,0.424976505,12.3975315,10.33099923,0.647617101,4.432624895,2,3
14,25,7,116,10.30698173,0.645898304,0.033988635,4.803734075,-5.804343968,0.865091276,-13.60561472,0.267866799,0.227822519,77.64028837,6,3
14,25,8,2,9.990357843,0.544496969,,0,-7.5266581,,0,0.277654317,,0,1,3
14,25,8,3,9.943287394,0.554782102,,0,-6.634174583,,0,0.591671396,,0,1,3
14,25,8,6,10.46894474,0.547394378,0.030264148,5.047048759,-7.181900458,0.819401358,-10.41517748,0.367153391,0.184998909,45.99715818,6,3
14,25,8,7,10.40030913,1.761804032,,0,7.307572452,,0,11.99637961,,0,1,3
14,25,8,8,8.267867569,1.112974263,0.078503727,6.108516965,1.471025935,0.875446755,51.5394808,7.999662186,2.779784828,30.09332422,4,3
14,25,8,9,9.350037496,1.507684805,0.604962862,32.76216004,4.141926655,5.270820097,103.9034958,8.450424377,6.140041432,59.32628484,3,3
14,25,8,10,10.4304099,2.193691295,,0,7.364985767,,0,11.98789531,,0,1,3
14,25,8,11,9.784351759,0.7400321,0.080408696,8.871699709,-4.145890823,1.044943089,-20.57923125,0.386407944,0.141277886,29.85262393,3,3
14,25,8,12,9.67625937,0.696820457,0.028017711,2.843130273,-4.154815747,0.360578141,-6.136668007,0.75509638,0.0243644,2.281593818,2,3
14,25,8,13,9.688602543,0.829910057,,0,-2.710164451,,0,0.44449864,,0,1,3
14,25,8,16,9.675266789,0.59388481,0.014819206,1.764443306,-6.443896151,0.616672175,-6.766916573,0.469845444,0.175302105,26.38257084,2,3
14,25,8,17,9.701298533,1.804154763,0.18496853,8.878808462,6.458954363,0.896897908,12.02572938,11.99299206,0.001859767,0.013429556,4,3
14,25,8,18,10.0426422,1.713068779,0.419920717,20.01459799,5.873264743,2.543088668,35.35381587,11.97879003,0.030548624,0.208225097,3,3
14,25,8,19,9.619165209,1.736949458,,0,6.514046438,,0,11.99624762,,0,1,3
14,25,8,20,9.672662704,0.563000223,0.009587716,1.204180516,-7.14683979,0.232555698,-2.30090104,0.427760679,0.086069048,14.2275835,2,3
14,25,8,22,9.251273082,1.80523929,0.027254189,1.232687134,6.684435727,0.280911783,3.43130699,11.99424792,0.001844759,0.012558014,3,3
14,25,8,23,9.719434736,2.109216167,0.454524539,17.5950544,7.14413181,0.811600117,9.275706812,11.95861285,0.026272766,0.179382206,3,3
14,25,8,24,9.613531477,1.797970958,0.54362523,21.3797161,5.825734358,3.0561944,37.09499356,11.85902322,0.189291846,1.128672617,2,3
14,25,8,25,8.781913405,0.59732763,0.023529379,3.216267991,-6.30270466,0.430001148,-5.570536559,0.523915098,0.107162766,16.70080372,3,3
14,25,8,26,9.363733212,1.781235005,0.293882671,13.47122617,6.677427981,1.639514423,20.04750818,11.99516707,0.002726908,0.018561737,3,3
14,25,8,27,10.06634132,1.793316264,0.023296091,1.060670602,6.201034797,0.943471506,12.42278562,11.9110586,0.147598618,1.011780486,3,3
14,25,8,28,9.993595319,1.918059262,0.169726362,7.225063213,6.417806218,0.371658359,4.728372425,11.91918776,0.126096257,0.863793444,3,3
14,25,8,29,9.611895483,0.647072137,0.123406272,16.51639138,-5.531214142,1.906638731,-29.8523531,0.473513008,0.052914161,9.677666105,4,3
14,25,8,30,9.941681865,1.995069387,0.316745522,11.22632164,6.531663398,0.33886725,3.668519275,11.90421052,0.125071874,0.742923437,2,3
14,25,8,31,9.773073306,1.761696017,0.133639015,6.193792696,6.493117966,0.484327094,6.090316212,11.9910276,0.003591642,0.024456313,3,3
14,25,8,33,9.816388619,1.707607923,0.546986738,22.65028327,5.427298205,3.244069863,42.26603573,11.78779975,0.29123931,1.747037576,2,3
14,25,8,34,9.487321521,1.602912786,0.412534965,18.19851173,5.862650728,2.380303045,28.7093416,11.96742386,0.040093723,0.236897632,2,3
14,25,8,35,9.701757862,0.496805592,0.094338256,16.44492885,-7.069603711,0.696102591,-8.527246391,0.589686946,0.104318105,15.32035422,4,3
14,25,8,38,9.238521596,0.699771372,,0,-4.703190647,,0,0.528354926,,0,1,3
14,25,8,39,9.407805929,0.59593619,0.088856655,12.17431597,-6.389599295,1.55207824,-19.8332715,0.485683814,0.246218177,41.39242323,3,3
14,25,8,41,9.524793726,0.62045687,,0,-6.505479526,,0,0.099537767,,0,1,3
14,25,8,42,10.16917475,1.723302883,0.231622009,12.26952041,6.034950305,1.294569532,19.582181,11.99155694,0.004600916,0.035025,6,3
14,25,8,45,10.28976678,1.732940439,0.026241574,1.236404619,6.912791775,0.216709178,2.559635937,11.99217189,0.004352312,0.029633065,3,3
14,25,8,46,10.12902972,1.706377776,0.077181286,3.917125252,6.741455415,0.307204144,3.946426649,11.99491642,0.00199053,0.014371503,4,3
14,25,8,47,9.329283741,0.743909833,,0,-3.722356664,,0,0.556948903,,0,1,3
14,25,8,48,9.320230075,1.682004264,,0,6.393816864,,0,11.99490435,,0,1,3
14,25,8,50,10.48289962,1.878639304,0.17279924,6.504043327,6.992888327,0.465519104,4.707235406,11.9783646,0.015975803,0.094308355,2,3
14,25,8,51,10.34821598,1.711651624,,0,6.890918825,,0,11.98821467,,0,1,3
14,25,8,53,10.76921022,1.403010081,0.122173152,7.54128959,3.825352964,1.056868571,23.92655108,11.80660527,0.22964879,1.684495088,4,3
14,25,8,54,10.08333572,1.755357861,0.017874414,0.720030905,6.778019795,0.087700784,0.91492532,11.99680445,0.000175313,0.001033318,2,3
14,25,8,56,10.39770571,1.695117427,0.10980286,5.288935051,6.495688388,0.544612561,6.845683901,11.99569965,0.001217033,0.008283827,3,3
14,25,8,57,9.702276539,1.714609423,0.015751643,0.649599468,6.212272431,0.334805724,3.810898514,11.9932515,0.004768364,0.028113662,2,3
14,25,8,58,9.942546886,1.730449375,,0,6.557448506,,0,11.99601115,,0,1,3
14,25,8,60,10.43686365,1.744567365,0.183858899,8.605008084,6.807073635,0.767648313,9.207807301,11.99465982,0.003482076,0.023703072,3,3
14,25,8,61,10.18590437,1.95707221,0.275667935,9.960116183,5.908305174,0.693777729,8.303141465,11.87347149,0.098648028,0.587483529,2,3
14,25,8,62,8.661278937,0.771616631,0.108358209,12.16160432,-3.481452254,1.473813168,-36.66170181,0.715647246,0.740758922,89.64137684,4,3
14,25,8,63,9.130345023,1.509333007,0.199378641,9.340681523,4.145518508,1.458040211,24.86999197,11.7153919,0.335708424,2.026237832,2,3
14,25,8,64,9.840024222,1.206901331,0.651765069,46.76812362,0.198288995,5.803229671,2534.555349,6.194452259,6.591790044,92.15758546,4,3
14,25,8,65,10.46739368,1.815563568,0.058663681,2.798262717,6.82083916,0.478199635,6.071584773,11.99471136,0.002292506,0.016552031,4,3
14,25,8,66,8.452186859,0.638618639,0.1143339,15.50472473,-5.343021491,1.653084513,-26.79407495,0.556509486,0.199843185,31.09907016,4,3
14,25,8,67,9.631938987,1.694837995,,0,6.339786163,,0,11.99604415,,0,1,3
14,25,8,68,9.901817728,0.598868096,,0,-7.117278145,,0,0.073297032,,0,1,3
14,25,8,70,8.973950933,0.657312285,0.094695696,13.15127524,-5.666984184,1.463010733,-23.56703184,0.187475787,0.159660881,77.74325347,6,3
14,25,8,71,7.638579414,0.823404733,0.265214655,27.89425659,-3.091110829,3.777744954,-105.8397217,3.209613491,5.69812468,153.7481301,4,3
14,25,8,72,9.777239317,0.807881558,0.38765073,41.55502455,-3.426995384,5.191565646,-131.1944497,3.359923844,5.718740592,147.4013954,4,3
14,25,8,73,9.234846836,0.637890345,0.067169266,8.597633778,-5.216204673,1.1733457,-18.36647165,0.684556621,0.126221175,15.05487709,3,3
14,25,8,75,9.379709451,1.665470912,,0,6.2673069,,0,11.99658673,,0,1,3
14,25,8,77,9.828501213,0.617738392,0.012178625,1.394050988,-6.766067872,0.032018307,-0.334616246,0.085034804,0.021362876,17.76429581,2,3
14,25,8,78,10.48324659,1.645503615,0.138463051,6.870517139,5.872827235,1.20746418,16.78732125,11.98771486,0.01177606,0.080208052,3,3
14,25,8,79,9.255546222,1.287467492,0.136500733,7.496934443,3.368637445,1.336345086,28.05106478,11.1240758,1.228285091,7.807648317,2,3
14,25,8,80,10.16881239,1.605953505,0.068867704,3.970171264,5.917973175,0.821953411,12.85881107,11.98406665,0.021660882,0.167339521,7,3
14,25,8,81,10.13081959,1.864644977,,0,6.406492653,,0,11.98722174,,0,1,3
14,25,8,82,10.13998825,1.507109241,0.00599777,0.281403862,4.247348944,0.472843394,7.871987313,11.80738053,0.239968314,1.437094551,2,3
14,25,8,83,7.586229569,0.718845406,0.092014936,11.68509378,-4.713291454,1.519493424,-29.42956928,0.325192692,0.256603191,72.0328591,6,3
14,25,8,84,7.833700076,0.626080226,0.131246795,18.15471153,-5.719527048,2.118503769,-32.07744392,0.554252513,0.147035024,22.9743777,4,3
14,25,8,85,9.31391382,0.631539295,0.057695366,7.459245901,-5.879343605,0.524057579,-7.277874033,0.393049382,0.215132087,44.69021503,3,3
14,25,8,86,10.40793023,1.695632389,0.108647755,5.731048037,6.478960371,0.278582558,3.845861071,11.99246989,0.006049665,0.045119852,5,3
14,25,8,87,9.729640726,1.54707915,0.38139381,22.50455783,5.024496777,2.755755347,50.06767954,11.19261581,1.244150782,10.14730693,6,3
14,25,8,88,10.03860744,0.571288773,0.048721561,6.030460909,-7.30196753,0.289115346,-2.799730634,0.145389109,0.132606658,64.49387299,2,3
14,25,8,89,9.52550887,0.731206703,0.050850003,6.220077721,-4.024763631,0.756658134,-16.81528834,0.548709059,0.200168804,32.6286614,5,3
14,25,8,92,10.38851122,1.648497131,0.220235059,11.94932168,5.934369479,1.024710164,15.44441473,11.97395377,0.047059746,0.351525634,5,3
14,25,8,94,10.35168175,1.831373922,0.07163425,2.765850442,7.282490699,0.158736568,1.541281798,11.99363342,0.004483943,0.026435916,2,3
14,25,8,95,10.2026395,1.476722476,,0,4.661429138,,0,11.98980647,,0,1,3
14,25,8,96,10.2673232,1.681635024,,0,5.869576094,,0,11.99188319,,0,1,3
14,25,8,97,9.151680951,1.538282673,0.10681743,5.669703507,5.161324012,1.242177803,19.65065411,11.93468376,0.105091021,0.718967182,3,3
14,25,8,98,9.576512132,1.544745939,0.316682467,17.75405614,4.671849708,1.83162491,33.95301221,11.90503455,0.104553357,0.760567835,4,3
14,25,8,99,10.8180856,1.7333986,0.11016063,5.503748784,6.841536742,0.595196616,7.534204801,11.96516954,0.041460819,0.30008871,4,3
14,25,8,100,9.34858057,0.672951164,0.084275368,10.22519214,-4.905983568,0.862398665,-14.35279087,0.540824664,0.216435134,32.67575593,3,3
14,25,8,101,10.05768338,1.852641351,0.14849752,6.544586607,6.91350662,0.534226623,6.309304889,11.99521479,0.002405644,0.016374864,3,3
14,25,8,102,9.484573612,1.793369225,,0,5.780013916,,0,11.96060435,,0,1,3
14,25,8,103,10.28099921,0.99388035,0.428485578,38.56089433,-0.826455885,5.312410459,-574.9326069,4.917748619,6.016693009,109.4300308,5,3
14,25,8,104,10.4834122,1.737336521,0.153730656,7.914464322,6.613622251,0.303283638,4.101612125,11.99474863,0.001658398,0.012366382,5,3
14,25,8,105,10.42948363,1.71799206,0.207129811,9.844095679,6.187506692,0.718972605,9.487483459,11.99029531,0.004198965,0.02859346,3,3
15,32,1,1,5.817096941,0.765627644,,0,-3.711411024,,0,0.326917495,,0,1,0
15,32,1,2,6.036786125,0.601443547,0.033643946,5.003305871,-6.68314737,0.607812925,-8.13455663,0.169737151,0.094216664,49.6473197,5,0
15,32,1,3,5.945179895,0.584623851,0.038218665,4.622575201,-6.936425322,0.066909054,-0.682078212,0.172342517,0.108167235,44.38010222,2,0
15,32,1,4,6.050915607,0.604571504,0.025016447,3.830933076,-6.843750129,0.215185745,-2.911025161,0.131833902,0.151873298,106.6549265,7,0
15,32,1,5,6.039908765,0.612425737,0.007898469,1.053037494,-6.229709918,0.382219489,-5.009557593,0.292190197,0.206130958,57.60125554,3,0
15,32,1,6,6.013814813,0.62273176,0.089837584,13.68605575,-6.336312107,1.512253706,-22.64171665,0.224643277,0.285356101,120.507754,10,0
15,32,1,7,5.912516261,0.634575065,0.123282895,17.98649019,-5.795097404,1.785082667,-28.51833709,0.351032726,0.276107649,72.82113376,7,0
15,32,1,8,6.089595855,0.619594871,0.132165543,19.07899191,-5.974768563,2.056895786,-30.79187922,0.357313011,0.218723364,54.75090968,5,0
15,32,1,9,5.99928424,0.641362183,0.096533162,13.93476943,-5.98217742,1.695800459,-26.24472729,0.250382343,0.198234935,73.29985203,7,0
15,32,1,10,5.965033907,0.70931078,0.096609528,12.43348215,-4.866925061,1.740725505,-32.65013718,0.211812922,0.1724129,74.30647887,6,0
15,32,1,11,5.939735033,0.66252411,0.10804961,14.88781263,-5.82045406,1.858004617,-29.14065439,0.454036646,0.749317904,150.6553574,6,0
15,32,1,12,5.969336267,0.601881218,0.017601688,2.70751034,-6.682990845,0.373105226,-5.16876838,0.178380204,0.128737387,66.81664081,7,0
15,32,1,13,5.896575268,0.598230009,0.032306435,4.409356482,-6.212717516,1.098101328,-14.43162315,0.410854903,0.283375539,56.31554043,3,0
15,32,1,14,5.986887348,0.651119672,0.142300159,18.92671316,-5.885063045,2.435955981,-35.84668076,0.402607045,0.446348228,96.01146062,4,0
15,32,1,15,6.066495121,0.602788807,0.030724808,4.767909697,-6.70225496,0.285108665,-3.979179201,0.184241882,0.12816466,65.07047183,8,0
15,32,1,16,5.957426227,0.603921528,0.015168123,2.050716904,-7.006348367,0.139727571,-1.628338728,0.140820825,0.101625808,58.92390195,3,0
15,32,1,17,6.013787699,0.651416993,0.072791589,10.45264359,-5.661200461,1.119180106,-18.49249351,0.224381192,0.175969218,73.35914809,8,0
15,32,1,18,5.98844136,0.599915339,0.008585366,1.239365761,-6.800560045,0.283813431,-3.614255884,0.253001108,0.105964922,36.2719022,4,0
15,32,1,19,5.977824515,0.586148675,0.028984877,4.422915728,-7.009463322,0.326820569,-4.170322175,0.121567991,0.099514543,73.21706335,5,0
15,32,1,20,5.986114683,0.671011162,0.096461702,13.30919473,-5.204827272,1.704288439,-30.31540548,0.524866367,0.376377867,66.38988829,7,0
15,32,1,21,6.053292942,0.620008857,0.110442021,16.49161009,-6.470213854,1.870310901,-26.76219773,0.313125134,0.380075835,112.3773884,7,0
15,32,1,22,6.006967166,0.687302948,0.112230439,15.56919332,-5.247036502,1.776319072,-32.27829235,0.42230918,0.417365687,94.23014872,11,0
15,32,1,23,5.931640162,0.645320028,0.083907183,12.16264485,-5.849482072,1.548100773,-24.75630586,0.292157279,0.188663508,60.40532449,8,0
15,32,1,24,5.874064967,0.721294299,0.178084679,21.38182098,-4.53723755,2.21581519,-42.29340483,0.442990323,0.422287586,82.55525178,4,0
15,32,1,25,6.005293035,0.62227332,0.03262027,4.688688273,-6.611408332,0.939252871,-12.70672245,0.144656931,0.189614096,117.2401503,5,0
15,32,1,26,6.005073748,0.694342736,0.095844284,12.77964902,-5.122708106,1.590435238,-28.7437207,0.269953584,0.359543391,123.3073083,7,0
15,32,1,27,5.99184687,0.63280061,0.080654103,12.01664739,-5.858165485,1.414137661,-22.75903227,0.343439775,0.276195449,75.82102766,9,0
15,32,1,28,5.965327986,0.651708308,0.090612916,13.1087291,-6.105521318,1.609716939,-24.85710238,0.303991432,0.567905503,176.1320832,9,0
15,32,1,29,5.893766505,0.757980734,,0,-3.848863537,,0,0.232194406,,0,1,0
15,32,1,30,6.01183809,0.629319104,0.016228469,2.306490267,-6.51155123,0.285429551,-3.920662571,0.125642031,0.089401811,63.64383825,5,0
