cell_line,position,cell_label,Dox (ng/ml ),CHIR (uM),CFP_intensity,lnCFP,stimulation time (Days),int_ratio mean,int_ratio std,int_ratio CV,mout avg mean,mout avg std,mout avg CV,barcode_number sum
17,5,13,500,5,4747.129527559056,8.465295404372243,3,1.309384505539561,0.06041204617462474,4.349908152490236,11.73104475037703,0.7177275853432655,5.768284677566713,9
17,5,14,500,5,3972.341596942465,8.287111022711494,3,1.3123888966664676,,0.0,11.975874277628463,,0.0,1
17,5,15,500,5,5056.979878882595,8.52852472220764,3,1.335147254129037,0.04045915528527941,2.474241088800673,11.987143138410204,0.00694179387448912,0.04728358457540795,3
17,5,16,500,5,4167.294401783503,8.335022279702784,3,1.3164263339822406,0.08029556175518764,4.9802294244948015,11.938242838515864,0.08695703887739445,0.5947284360972037,3
17,5,18,500,5,13185.589640991442,9.486879818378384,3,1.3684838333595524,0.03439555871573562,2.1766736953011594,11.986473214866388,0.006606667646138437,0.047733323333342806,4
17,5,19,500,5,5856.172871599666,8.675251575628868,3,1.331458103722094,0.06290798093834488,4.0917479446852445,11.90115512501352,0.08938931618172205,0.6504697890844683,4
17,5,20,500,5,12215.7655853508,9.410482657564945,3,1.3371279574651573,0.02281605901421,1.39322748218232,11.989734011723451,0.00384458107366706,0.026181459060558555,3
17,5,21,500,5,7397.191738051397,8.908855712307945,3,1.3077347530487733,,0.0,11.987236354283368,,0.0,1
17,5,22,500,5,13133.142095053348,9.482894245221544,3,1.2695341634135264,,0.0,11.986480113960084,,0.0,1
17,5,23,500,5,11402.562363636363,9.34159337786591,3,1.3650854833684003,,0.0,11.990173122127588,,0.0,1
17,5,24,500,5,11791.4945665013,9.375133751103892,3,1.3629349508017614,0.03642715301229762,2.39053493534281,11.9905457187134,0.002528064131863835,0.01885793485280691,5
17,5,25,500,5,1689.515004005176,7.43219678685192,3,1.3170686738063928,,0.0,11.986895844401031,,0.0,1
17,5,27,500,5,7466.678611930143,8.918205548985815,3,1.381915945440708,0.02573961840221083,1.7003168278769545,11.865919615940912,0.3068008990355085,2.3602858509011284,6
17,5,28,500,5,6993.837877969762,8.852784737195917,3,1.264732272343978,0.009253293647907992,0.5173479660339242,11.963650586273566,0.02029753662330534,0.11996777809767198,2
17,5,29,500,5,16420.167195431473,9.706265565380368,3,1.3334481772862379,0.0037795577636655754,0.2004240562249088,11.98686327337505,0.005405092981013289,0.03188472090365457,2
17,5,31,500,5,6857.209845714795,8.833055909953737,3,1.3562655785191202,,0.0,11.991920556136895,,0.0,1
17,5,32,500,5,17792.998655010088,9.786560324915875,3,1.3934694942580996,0.01869002136085162,1.1615635191489386,11.9898591114029,0.001872896633971688,0.013527899273972636,4
17,5,33,500,5,8690.577769201082,9.06999470272376,3,1.3556650732964615,0.018760636583150886,1.1984662135367574,11.98972982792549,0.0035131951732454776,0.025376020245235713,4
17,5,34,500,5,4171.440534521158,8.336016707061608,3,1.3402762789590137,,0.0,11.992953418906067,,0.0,1
17,5,35,500,5,5945.892459470374,8.690455917197106,3,1.2155039557487202,0.02024213596741767,1.359735172387001,10.559158635799577,0.8392693113370713,6.489726566480318,3
17,5,37,500,5,11862.987261469752,9.381178517857084,3,1.3609038378928118,0.04966406613408922,3.3786362697431462,11.928959417379144,0.1161409255418476,0.9013829246176903,7
17,5,39,500,5,10902.744518979058,9.296769827255291,3,1.3194405997806096,0.060601975237343245,4.3303268219122435,11.854747287106958,0.3715212182700861,2.9547113510008978,9
17,5,41,500,5,4301.756829798484,8.366778783311087,3,1.3967938272659095,0.037547007625267054,2.194812344646884,11.890964740718237,0.14924407786538504,1.0247888372212783,3
17,5,43,500,5,11657.93818181818,9.363742615951033,3,1.3913367636609506,0.021361074977263448,1.4638430025596572,11.921636137009482,0.1424684324757138,1.1394268282719953,11
17,5,44,500,5,9452.270344407192,9.154010239718255,3,1.346241197808578,0.041760183152729766,2.924578323602521,11.982874968314574,0.013704103271513907,0.1078234772984122,9
17,5,45,500,5,9790.377112773622,9.189155254984268,3,1.24683586264102,0.0687722838015718,3.900220525480521,11.752938473993481,0.31886605460627526,1.9184338452993273,2
17,5,46,500,5,9451.828012232416,9.153963442228472,3,1.3768656336411864,0.021546411353822122,1.277726073758825,11.971334468120409,0.037420653255013286,0.2552249752954861,3
17,5,47,500,5,8880.440143615975,9.091606400480396,3,1.417958129436857,0.024358538618452406,1.4877105892415923,11.857470916157546,0.2575442716245648,1.881007201308911,4
17,5,48,500,5,19349.02622969973,9.870397373145105,3,1.3783624067694558,0.03276294079160398,2.241006911929552,11.90785634089628,0.14864156197865813,1.1768752038690742,9
17,5,49,500,5,8784.664329847908,9.080762790425965,3,1.348188208020952,0.04311626634999905,3.015187754364922,11.955780351346037,0.08995262588090991,0.7093485034209623,9
17,5,50,500,5,9420.721583652616,9.150666965873691,3,1.402758452838441,0.009731626473409286,0.4905548105875297,11.83152488533714,0.19698547770209116,1.1772765423588172,2
17,5,51,500,5,15410.074617737004,9.642776770465774,3,1.383798180689404,0.024731685585921443,1.2637639528667584,11.966975468806847,0.036303590429602746,0.21451130271892,2
17,5,52,500,5,9260.291070621894,9.13349076025873,3,1.3605166407641764,0.035462728106219726,2.485260639140503,11.979857782313386,0.02899764003745607,0.2307887577175035,11
17,5,53,500,5,3526.0509012439707,8.167933798827518,3,1.188332851449108,0.05262619405385506,3.9610365785315347,10.578147197755184,0.9109033763219878,7.702074218903972,5
17,5,54,500,5,12099.629550209203,9.400930115430974,3,1.3887198205831126,0.016092866433462232,1.0993602436503607,11.97861009012553,0.01367459032770862,0.10830017300817343,10
17,5,55,500,5,3779.820670628184,8.237431845855488,3,1.2448012910707584,0.057620228078040056,3.273105056988696,11.908101808606018,0.012863736698238645,0.07638526775232192,2
17,5,56,500,5,16684.097611368677,9.72221130589722,3,1.3630446560492477,0.02160006487847911,1.37238386322386,11.977003129999519,0.01946646920321097,0.14075688775384818,4
17,5,57,500,5,10699.698476512907,9.277970840287791,3,1.3599331225843165,0.025708157223278787,1.5435040242913158,11.987229002087545,0.004932457801467895,0.03359687989415475,3
17,5,58,500,5,6695.392539964476,8.809174888215976,3,1.214043463477383,0.00666357638676769,0.3881129623268851,11.42021800395952,0.7875004036008232,4.875974130968603,2
17,5,59,500,5,11734.834714375393,9.370317023343611,3,1.3546150236629515,0.045749595276726424,3.2201420187658396,11.86847947243635,0.36003228479579835,2.892344510268934,11
17,5,60,500,5,4312.4270588235295,8.36925614730058,3,1.3625459956741317,0.030286037067155328,1.9880910550173936,11.986923749194656,0.006203798420309324,0.04629082582576358,5
17,5,63,500,5,7457.712343234323,8.917003989766211,3,1.2294832380304377,,0.0,11.89942734318538,,0.0,1
17,5,64,500,5,19096.14830082977,9.85724193405626,3,1.3693776052204747,0.024508833544645312,1.713582982931379,11.935863130767672,0.12883572614591868,1.0334469766296757,12
17,5,65,500,5,11101.809967340028,9.314863434128291,3,1.3648653323114346,0.020746149197657295,1.407259856732052,11.99007467155042,0.002833769183006296,0.021881101991536495,7
17,5,66,500,5,14274.692211838006,9.566243472949417,3,1.3578857584102737,,0.0,11.990013585733436,,0.0,1
17,6,1,500,5,9835.871906291328,9.193791380304082,3,1.3786412323937003,0.031549394280934354,1.6181723072102354,11.982334416815277,0.013755514003380773,0.0811746433720608,2
